tf,substrate,source,yeastract_sign,in_teufel
ABF1,DPP1,teufel,+,1
INO4,DPP1,teufel,NA,1
MSN2,SSD1,teufel,NA,1
RAP1,SSD1,teufel,NA,1
STE12,DPL1,teufel,NA,1
MCM1,DPL1,teufel,-,1
SWI4,MHR1,teufel,-,1
ABF1,MHR1,teufel,NA,1
RAP1,PRO1,teufel,+,1
STE12,CFT1,teufel,NA,1
RAP1,CFT1,teufel,+,1
ABF1,CPR5,teufel,+,1
TEC1,GIC2,teufel,NA,1
SWI4,GIC2,teufel,+,1
SKN7,GIC2,teufel,+,1
PHD1,GIC2,teufel,NA,1
ASH1,GIC2,teufel,+,1
SOK2,GIC2,teufel,NA,1
RAP1,GIC2,teufel,-,1
RLM1,GIC2,teufel,+,1
FHL1,GIC2,teufel,NA,1
STE12,SUM1,teufel,NA,1
ABF1,SUM1,teufel,NA,1
ABF1,TFB1,teufel,+,1
ABF1,SSF2,teufel,+,1
RAP1,SSF2,teufel,-,1
HSF1,PIB1,teufel,NA,1
STE12,OMS1,teufel,NA,1
ABF1,ASP1,teufel,+,1
CIN5,TIM11,teufel,-,1
FKH1,UTP4,teufel,+,1
ABF1,PEX3,teufel,NA,1
ABF1,UBX5,teufel,NA,1
ACA1,IRC3,teufel,-,1
YOX1,IRC3,teufel,NA,1
CIN5,YDR338C,teufel,+,1
ABF1,FCF1,teufel,NA,1
MSN2,FCF1,teufel,+,1
GCN4,YDR341C,teufel,+,1
TEC1,HXT7,teufel,NA,1
TUP1,HXT7,teufel,NA,1
PHO4,HXT7,teufel,NA,1
PDR1,HXT7,teufel,both,1
SOK2,HXT7,teufel,NA,1
CRZ1,HXT7,teufel,NA,1
PDR3,HXT3,teufel,both,1
SWI5,HXT3,teufel,NA,1
PDR1,HXT3,teufel,both,1
RGT1,HXT3,teufel,both,1
SOK2,HXT3,teufel,NA,1
YAP1,TRR1,teufel,both,1
GCN4,TRP4,teufel,+,1
YAP1,TRP4,teufel,both,1
MSN2,TRP4,teufel,-,1
YAP1,BCP1,teufel,both,1
STE12,SEM1,teufel,NA,1
TEC1,ESF1,teufel,NA,1
STE12,ESF1,teufel,NA,1
ABF1,ESF1,teufel,NA,1
MSN2,ESF1,teufel,NA,1
YRM1,ESF1,teufel,NA,1
CBF1,YPR1,teufel,+,1
SKO1,YPR1,teufel,both,1
CST6,VPS74,teufel,+,1
RFX1,VPS74,teufel,+,1
CST6,FRQ1,teufel,+,1
ECM22,FRQ1,teufel,+,1
ARO80,ATP17,teufel,NA,1
TEC1,RGA2,teufel,NA,1
STE12,RGA2,teufel,NA,1
YAP1,RPP2B,teufel,both,1
RAP1,RPP2B,teufel,+,1
ADR1,ATO3,teufel,NA,1
STE12,ATO3,teufel,NA,1
ABF1,ATO3,teufel,+,1
SOK2,ATO3,teufel,NA,1
SOK2,EFT2,teufel,NA,1
FHL1,MUS81,teufel,NA,1
RAP1,RVS167,teufel,+,1
SOK2,SAC7,teufel,NA,1
RAP1,YDR391C,teufel,both,1
RPN4,RPT3,teufel,both,1
SWI5,NCB2,teufel,NA,1
SWI5,UTP5,teufel,NA,1
YAP1,HPT1,teufel,both,1
ABF1,RPB7,teufel,+,1
PDR3,PDR15,teufel,both,1
PDR1,PDR15,teufel,+,1
MSN2,PDR15,teufel,+,1
YRM1,PDR15,teufel,NA,1
ABF1,ADE8,teufel,NA,1
BAS1,ADE8,teufel,both,1
RAP1,ADE8,teufel,+,1
RAP1,SIZ1,teufel,NA,1
RFX1,STE14,teufel,-,1
PHO4,DFM1,teufel,+,1
ABF1,DFM1,teufel,+,1
IFH1,RPL12B,teufel,NA,1
SFP1,RPL12B,teufel,NA,1
RAP1,RPL12B,teufel,+,1
GCR1,RPL12B,teufel,+,1
FHL1,RPL12B,teufel,NA,1
STE12,RAD30,teufel,NA,1
ABF1,SIP1,teufel,NA,1
RPN4,RPN9,teufel,both,1
ABF1,TIF35,teufel,NA,1
MSN2,CYM1,teufel,NA,1
ABF1,GPI17,teufel,NA,1
YAP1,THI74,teufel,+,1
TUP1,APT2,teufel,NA,1
MIG1,APT2,teufel,-,1
ABF1,APT2,teufel,NA,1
MSN2,APT2,teufel,-,1
RAP1,APT2,teufel,NA,1
TEC1,ECM11,teufel,NA,1
RAP1,RPS17B,teufel,+,1
TEC1,ADA2,teufel,+,1
STE12,ADA2,teufel,NA,1
IFH1,ADA2,teufel,NA,1
FHL1,ADA2,teufel,NA,1
TUP1,UTP6,teufel,NA,1
RAP1,RPS18A,teufel,+,1
TEC1,YHP1,teufel,NA,1
SWI4,YHP1,teufel,+,1
STE12,YHP1,teufel,-,1
ASH1,YHP1,teufel,NA,1
SOK2,YHP1,teufel,NA,1
RAP1,YHP1,teufel,NA,1
ASH1,PPN1,teufel,NA,1
SKN7,TSA2,teufel,+,1
YAP1,TSA2,teufel,both,1
MSN2,TSA2,teufel,+,1
ABF1,NHX1,teufel,+,1
STE12,TOM1,teufel,+,1
MSN2,TOM1,teufel,NA,1
TEC1,MFA1,teufel,+,1
STE12,MFA1,teufel,+,1
MCM1,MFA1,teufel,both,1
ABF1,STP1,teufel,NA,1
ABF1,SPP41,teufel,NA,1
AFT1,RMT2,teufel,NA,1
PDR1,UGO1,teufel,+,1
STE12,UGO1,teufel,NA,1
SFP1,UGO1,teufel,NA,1
IFH1,RPL27B,teufel,NA,1
SFP1,RPL27B,teufel,NA,1
RAP1,RPL27B,teufel,+,1
GCR1,RPL27B,teufel,+,1
FHL1,RPL27B,teufel,NA,1
STE12,TRS31,teufel,NA,1
SFP1,PRP3,teufel,NA,1
MSN2,JIP4,teufel,NA,1
FHL1,JIP4,teufel,NA,1
ABF1,YDR476C,teufel,+,1
GCN4,PHO8,teufel,+,1
PHO4,PHO8,teufel,+,1
ABF1,PHO8,teufel,NA,1
MSN2,PHO8,teufel,-,1
PHO4,KRE2,teufel,+,1
GCN4,VPS60,teufel,both,1
ABF1,VPS60,teufel,+,1
ABF1,RIB3,teufel,+,1
YAP1,RIB3,teufel,both,1
RAP1,RIB3,teufel,NA,1
RAP1,PAC11,teufel,NA,1
FHL1,PAC11,teufel,NA,1
RAP1,SLD5,teufel,+,1
MSN2,IZH1,teufel,+,1
YAP1,PUF6,teufel,both,1
OPI1,ITR1,teufel,NA,1
INO4,ITR1,teufel,+,1
STE12,LCD1,teufel,NA,1
FKH1,RPL37B,teufel,-,1
IFH1,RPL37B,teufel,NA,1
YOX1,RPL37B,teufel,NA,1
RAP1,RPL37B,teufel,+,1
MBP1,PLM2,teufel,-,1
SWI4,PLM2,teufel,-,1
SWI6,PLM2,teufel,NA,1
YAP1,PLM2,teufel,both,1
MET32,SAM2,teufel,both,1
CBF1,SAM2,teufel,both,1
MET31,SAM2,teufel,-,1
ABF1,PSP1,teufel,+,1
TEC1,GNP1,teufel,NA,1
GCN4,GNP1,teufel,both,1
FLO8,GNP1,teufel,NA,1
SOK2,GNP1,teufel,NA,1
RTG3,SMT3,teufel,+,1
GCN4,SMT3,teufel,-,1
SOK2,SMT3,teufel,NA,1
GCR2,SMT3,teufel,NA,1
CIN5,SMT3,teufel,both,1
MSN2,EMI1,teufel,NA,1
YAP1,GRX2,teufel,both,1
MSN2,GRX2,teufel,+,1
PDR1,EMI2,teufel,+,1
SOK2,EMI2,teufel,NA,1
MSN2,EMI2,teufel,+,1
FHL1,EMI2,teufel,NA,1
ABF1,GRH1,teufel,+,1
HAC1,EUG1,teufel,both,1
SWI4,SNA2,teufel,-,1
STB5,SNA2,teufel,+,1
SKN7,SNA2,teufel,+,1
PHD1,SNA2,teufel,NA,1
ABF1,SNA2,teufel,+,1
ACE2,SNA2,teufel,NA,1
SOK2,SNA2,teufel,NA,1
MSN2,SNA2,teufel,+,1
TEC1,HLR1,teufel,NA,1
STE12,APA2,teufel,NA,1
GCN4,HSP31,teufel,both,1
YAP1,HSP31,teufel,both,1
MSN2,HSP31,teufel,+,1
CIN5,HSP31,teufel,+,1
RAP1,YDR541C,teufel,-,1
STE12,RMD6,teufel,+,1
YAP1,RMD6,teufel,both,1
RAP1,RMD6,teufel,+,1
RTG3,DLD3,teufel,+,1
SOK2,DLD3,teufel,NA,1
MSN2,DLD3,teufel,NA,1
RAP1,DLD3,teufel,NA,1
SOK2,HPA3,teufel,NA,1
GCN4,CAN1,teufel,+,1
HCM1,CIN8,teufel,+,1
ADR1,PRB1,teufel,+,1
AFT1,PRB1,teufel,NA,1
ZAP1,PRB1,teufel,NA,1
MSN2,PRB1,teufel,+,1
RDS2,PRB1,teufel,NA,1
AFT2,PRB1,teufel,+,1
STE12,SOM1,teufel,NA,1
SOK2,SOM1,teufel,NA,1
CIN5,SOM1,teufel,+,1
IXR1,HAT2,teufel,+,1
RAP1,HAT2,teufel,both,1
IFH1,RPL12A,teufel,NA,1
SFP1,RPL12A,teufel,NA,1
RAP1,RPL12A,teufel,+,1
FHL1,RPL12A,teufel,NA,1
YAP1,MAK10,teufel,both,1
YAP1,AFG1,teufel,both,1
STP1,GLY1,teufel,+,1
GCN4,GLY1,teufel,+,1
PDR1,GLY1,teufel,both,1
CBF1,GLY1,teufel,-,1
BAS1,GLY1,teufel,both,1
YAP1,GLY1,teufel,-,1
SOK2,GLY1,teufel,NA,1
MSN2,GLY1,teufel,-,1
MCM1,GLY1,teufel,+,1
MET4,GLY1,teufel,NA,1
RAP1,GLY1,teufel,both,1
CIN5,GLY1,teufel,+,1
STE12,IES6,teufel,NA,1
SOK2,IES6,teufel,NA,1
STE12,YEL043W,teufel,NA,1
CBF1,YEL043W,teufel,+,1
RAP1,YEL043W,teufel,-,1
BAS1,GDA1,teufel,+,1
TEC1,UTR2,teufel,NA,1
SWI6,UTR2,teufel,NA,1
YAP1,UTR2,teufel,both,1
SOK2,UTR2,teufel,NA,1
RAP1,UTR2,teufel,NA,1
RLM1,UTR2,teufel,+,1
ROX1,UTR2,teufel,-,1
HAP1,CYC7,teufel,+,1
CIN5,CYC7,teufel,+,1
ROX1,CYC7,teufel,-,1
STB5,UTR4,teufel,+,1
PHD1,UTR4,teufel,NA,1
RPN4,RAD23,teufel,both,1
ABF1,ANP1,teufel,+,1
ABF1,HYP2,teufel,+,1
HAP1,HYP2,teufel,+,1
RAP1,HYP2,teufel,+,1
STE12,MTC7,teufel,NA,1
STE12,MCM3,teufel,NA,1
MSN2,MCM3,teufel,NA,1
STE12,ECM10,teufel,NA,1
STE12,YEL025C,teufel,NA,1
RPN4,GEA2,teufel,both,1
YRM1,GEA2,teufel,NA,1
SOK2,PMP2,teufel,NA,1
MSN2,PMP2,teufel,-,1
RAP1,PMP2,teufel,+,1
ABF1,GTT3,teufel,+,1
MSN2,GTT3,teufel,+,1
RAP1,GTT3,teufel,NA,1
AFT1,UBC8,teufel,NA,1
STE12,UBC8,teufel,+,1
ASH1,UBC8,teufel,NA,1
SOK2,UBC8,teufel,NA,1
MSN2,UBC8,teufel,NA,1
AFT2,UBC8,teufel,both,1
OAF1,GLC3,teufel,-,1
SOK2,GLC3,teufel,NA,1
MSN2,GLC3,teufel,+,1
STP1,GCN4,teufel,-,1
GLN3,GCN4,teufel,+,1
ACE2,YEA6,teufel,NA,1
RAP1,IRC22,teufel,NA,1
GCN4,MNN1,teufel,both,1
SWI4,MNN1,teufel,+,1
SWI6,MNN1,teufel,NA,1
SOK2,MNN1,teufel,NA,1
MSN2,MNN1,teufel,both,1
HAL9,MNN1,teufel,NA,1
ABF1,PMI40,teufel,+,1
ASH1,FMP52,teufel,NA,1
ABF1,NUG1,teufel,+,1
YOX1,NUG1,teufel,NA,1
ABF1,TMA20,teufel,+,1
SKN7,TIR1,teufel,+,1
IXR1,TIR1,teufel,-,1
PHD1,TIR1,teufel,NA,1
SOK2,TIR1,teufel,NA,1
RAP1,TIR1,teufel,NA,1
YRM1,TIR1,teufel,NA,1
RPN4,PRE1,teufel,both,1
MSN2,PRP22,teufel,-,1
SOK2,AFG3,teufel,NA,1
RAP1,ISC1,teufel,NA,1
CIN5,SBH2,teufel,-,1
SOK2,GPA2,teufel,NA,1
RPN4,RPN3,teufel,both,1
REB1,GCD11,teufel,+,1
INO4,CHO1,teufel,+,1
STE12,MIG3,teufel,NA,1
RGT1,MIG3,teufel,NA,1
RAP1,MIG3,teufel,+,1
RAP1,FIR1,teufel,+,1
STE12,ZRG8,teufel,NA,1
SOK2,ZRG8,teufel,NA,1
CIN5,ZRG8,teufel,+,1
STE12,YER034W,teufel,NA,1
HSF1,EDC2,teufel,+,1
ABF1,EDC2,teufel,+,1
SOK2,EDC2,teufel,NA,1
RAP1,EDC2,teufel,NA,1
HSF1,ARB1,teufel,+,1
GCN4,GLN3,teufel,+,1
ABF1,YEN1,teufel,+,1
RPN4,ERG28,teufel,both,1
CBF1,ERG28,teufel,-,1
RFX1,ERG28,teufel,NA,1
ECM22,ERG28,teufel,both,1
YAP1,ERG28,teufel,both,1
SOK2,ERG28,teufel,NA,1
MSN2,ERG28,teufel,NA,1
STE12,SPO73,teufel,NA,1
FHL1,SPO73,teufel,NA,1
CIN5,CAJ1,teufel,-,1
STE12,ISD11,teufel,NA,1
GCN4,HOM3,teufel,+,1
CBF1,PIC2,teufel,-,1
HAP1,PIC2,teufel,NA,1
SOK2,PIC2,teufel,NA,1
MSN2,PIC2,teufel,+,1
TUP1,HIS1,teufel,NA,1
GCN4,HIS1,teufel,+,1
PHO4,HIS1,teufel,+,1
CBF1,HIS1,teufel,+,1
SOK2,HIS1,teufel,NA,1
MSN2,HIS1,teufel,-,1
TUP1,FCY2,teufel,NA,1
MSN2,FCY2,teufel,-,1
RAP1,FCY2,teufel,+,1
IFH1,RPL34A,teufel,NA,1
SFP1,RPL34A,teufel,NA,1
RAP1,RPL34A,teufel,+,1
CBF1,HMF1,teufel,+,1
RAP1,HMF1,teufel,both,1
BAS1,CEM1,teufel,+,1
YAP1,CEM1,teufel,+,1
SOK2,HOR2,teufel,NA,1
MSN2,HOR2,teufel,NA,1
HOT1,HOR2,teufel,NA,1
RAP1,HOR2,teufel,NA,1
CBF1,THO1,teufel,+,1
RAP1,THO1,teufel,+,1
SOK2,RRT13,teufel,NA,1
GCN4,ARG5_6,teufel,NA,1
LEU3,ARG5_6,teufel,NA,1
YAP1,ARG5_6,teufel,NA,1
ARG81,ARG5_6,teufel,NA,1
SOK2,ARG5_6,teufel,NA,1
MBP1,RNR1,teufel,both,1
SWI4,RNR1,teufel,+,1
IXR1,RNR1,teufel,+,1
ECM22,RNR1,teufel,NA,1
MCM1,RNR1,teufel,+,1
PHO4,VTC1,teufel,+,1
ADR1,ALD5,teufel,NA,1
GCN4,ALD5,teufel,+,1
PHO4,ALD5,teufel,+,1
STE12,ALD5,teufel,NA,1
ABF1,ALD5,teufel,+,1
YAP1,ALD5,teufel,both,1
SOK2,ALD5,teufel,NA,1
MSN2,ALD5,teufel,both,1
RAP1,ALD5,teufel,+,1
CIN5,ALD5,teufel,-,1
GCN4,RPS24A,teufel,-,1
CBF1,RPS24A,teufel,+,1
IFH1,RPS24A,teufel,NA,1
SFP1,RPS24A,teufel,NA,1
RAP1,RPS24A,teufel,+,1
TEC1,PTP3,teufel,NA,1
STE12,PTP3,teufel,NA,1
SKO1,PTP3,teufel,+,1
ACE2,YER077C,teufel,NA,1
ACE2,ICP55,teufel,-,1
YAP1,ICP55,teufel,both,1
SWI5,YER079W,teufel,NA,1
STE12,YER079W,teufel,+,1
SKN7,YER079W,teufel,+,1
ACE2,YER079W,teufel,NA,1
YAP1,YER079W,teufel,both,1
MSN2,YER079W,teufel,NA,1
AFT2,YER079W,teufel,+,1
ACE2,AIM9,teufel,NA,1
STE12,SER3,teufel,NA,1
IXR1,SER3,teufel,-,1
ACE2,SER3,teufel,NA,1
SWI6,SER3,teufel,NA,1
RAP1,SER3,teufel,NA,1
GCN4,ILV1,teufel,+,1
STE12,AIM10,teufel,NA,1
ACE2,SBH1,teufel,NA,1
ABF1,DOT6,teufel,+,1
SOK2,DOT6,teufel,NA,1
MSN2,DOT6,teufel,+,1
GCN4,PTC2,teufel,both,1
STE12,PTC2,teufel,NA,1
RAP1,PTC2,teufel,both,1
FHL1,PTC2,teufel,NA,1
GCN4,TRP2,teufel,+,1
MET32,MET6,teufel,both,1
STE12,MET6,teufel,NA,1
SKN7,MET6,teufel,NA,1
CBF1,MET6,teufel,both,1
ABF1,MET6,teufel,+,1
BAS1,MET6,teufel,-,1
YAP1,MET6,teufel,+,1
MSN2,MET6,teufel,-,1
MET4,MET6,teufel,both,1
RAP1,MET6,teufel,+,1
MET31,MET6,teufel,both,1
BAS1,IES5,teufel,-,1
MET31,IES5,teufel,-,1
MSN2,AIM11,teufel,NA,1
RPN4,PUP3,teufel,both,1
MBP1,PUP3,teufel,+,1
SWI6,PUP3,teufel,NA,1
SOK2,PUP3,teufel,NA,1
MSN2,PUP3,teufel,NA,1
MBP1,RAD51,teufel,-,1
STE12,RAD51,teufel,NA,1
SWI6,RAD51,teufel,NA,1
YOX1,RAD51,teufel,NA,1
MSN2,RAD51,teufel,NA,1
HSF1,RPS8B,teufel,+,1
SFP1,RPS8B,teufel,NA,1
RAP1,RPS8B,teufel,+,1
HSF1,SSA4,teufel,+,1
STE12,SSA4,teufel,NA,1
YAP1,SSA4,teufel,both,1
SOK2,SSA4,teufel,NA,1
MSN2,SSA4,teufel,+,1
CIN5,SSA4,teufel,+,1
ABF1,NUP157,teufel,+,1
TEC1,FLO8,teufel,NA,1
STE12,FLO8,teufel,+,1
MCM1,KAP123,teufel,+,1
MBP1,SWI4,teufel,+,1
STE12,SWI4,teufel,NA,1
SWI6,SWI4,teufel,NA,1
SOK2,SWI4,teufel,NA,1
MCM1,SWI4,teufel,both,1
YRM1,TMN3,teufel,NA,1
SFP1,RPL23B,teufel,NA,1
RAP1,RPL23B,teufel,+,1
GCR1,RPL23B,teufel,+,1
TEC1,SHO1,teufel,+,1
STE12,SHO1,teufel,+,1
STE12,AVT6,teufel,-,1
RAP1,AVT6,teufel,NA,1
STE12,SCS2,teufel,NA,1
RAP1,SCS2,teufel,+,1
MBP1,DSE1,teufel,both,1
SWI5,DSE1,teufel,-,1
CAD1,DSE1,teufel,NA,1
STE12,DSE1,teufel,NA,1
FKH1,DSE1,teufel,both,1
ACE2,DSE1,teufel,+,1
CIN5,DSE1,teufel,+,1
MBP1,RSP5,teufel,-,1
ACE2,RSP5,teufel,NA,1
RAP1,RSP5,teufel,NA,1
ACE2,NSA2,teufel,NA,1
ACE2,LCP5,teufel,NA,1
SOK2,YER130C,teufel,NA,1
STE12,RPS26B,teufel,NA,1
PHD1,RPS26B,teufel,NA,1
ABF1,RPS26B,teufel,+,1
IFH1,RPS26B,teufel,NA,1
SOK2,RPS26B,teufel,NA,1
MSN2,RPS26B,teufel,NA,1
RAP1,RPS26B,teufel,+,1
FHL1,RPS26B,teufel,NA,1
STE12,PMD1,teufel,NA,1
MCM1,GLC7,teufel,-,1
MSN2,GDI1,teufel,NA,1
TEC1,YER137C,teufel,NA,1
STE12,YER137C,teufel,NA,1
HAP1,COX15,teufel,NA,1
RPN4,MAG1,teufel,both,1
RPN4,DDI1,teufel,both,1
ASH1,DDI1,teufel,NA,1
TEC1,FTR1,teufel,NA,1
TUP1,FTR1,teufel,NA,1
SWI4,FTR1,teufel,+,1
PDR1,FTR1,teufel,both,1
AFT1,FTR1,teufel,+,1
SOK2,FTR1,teufel,NA,1
MAC1,FTR1,teufel,NA,1
MSN2,FTR1,teufel,-,1
AFT2,FTR1,teufel,+,1
YAP1,SPT15,teufel,both,1
TEC1,PEA2,teufel,NA,1
STE12,PEA2,teufel,NA,1
TEC1,SPI1,teufel,+,1
ADR1,SPI1,teufel,NA,1
STE12,SPI1,teufel,NA,1
SKN7,SPI1,teufel,NA,1
SOK2,SPI1,teufel,NA,1
MSN2,SPI1,teufel,+,1
MCM1,SPI1,teufel,-,1
STE12,UBP3,teufel,+,1
SKN7,YER152C,teufel,+,1
ACE2,YER152C,teufel,+,1
SKN7,OXA1,teufel,+,1
PHD1,OXA1,teufel,NA,1
ACE2,OXA1,teufel,+,1
TEC1,BEM2,teufel,+,1
SWI5,BEM2,teufel,NA,1
STE12,BEM2,teufel,NA,1
LEU3,BEM2,teufel,+,1
AFT1,YER156C,teufel,+,1
STE12,COG3,teufel,NA,1
YOX1,BUR6,teufel,NA,1
MSN2,BUR6,teufel,-,1
MCM1,BUR6,teufel,-,1
STE12,SPT2,teufel,NA,1
STE12,CCA1,teufel,NA,1
STE12,RPH1,teufel,NA,1
GCN4,ECM32,teufel,+,1
ACE2,ECM32,teufel,NA,1
STB5,BMH1,teufel,both,1
ACE2,BMH1,teufel,NA,1
GCR1,BMH1,teufel,+,1
SFP1,FAU1,teufel,NA,1
STE12,YER188W,teufel,NA,1
ABF1,YER188W,teufel,-,1
RPN4,AAD16,teufel,-,1
YAP1,AAD16,teufel,both,1
MSN2,AAD16,teufel,NA,1
STE12,ALR2,teufel,+,1
TEC1,EMP47,teufel,+,1
TEC1,RGD2,teufel,NA,1
STE12,RGD2,teufel,NA,1
AFT2,FET5,teufel,+,1
SUM1,YFL040W,teufel,-,1
REB1,ACT1,teufel,+,1
RAP1,RPL22B,teufel,+,1
FHL1,RPL22B,teufel,NA,1
RAP1,YFL034W,teufel,NA,1
STE12,HAC1,teufel,NA,1
CBF1,HAC1,teufel,-,1
MSN2,HAC1,teufel,both,1
GCN4,CAF16,teufel,both,1
MCM1,CAF16,teufel,-,1
STE12,GYP8,teufel,+,1
YAP1,GYP8,teufel,NA,1
MCM1,GYP8,teufel,-,1
STP2,STE2,teufel,NA,1
STE12,STE2,teufel,both,1
YAP1,STE2,teufel,both,1
MCM1,STE2,teufel,both,1
HAP5,STE2,teufel,-,1
MSN2,EPL1,teufel,-,1
REB1,BUD27,teufel,-,1
PDR1,BUD27,teufel,-,1
STB5,BUD27,teufel,-,1
ABF1,BUD27,teufel,-,1
RAP1,BUD27,teufel,-,1
TUP1,FRS2,teufel,NA,1
GLN3,FRS2,teufel,+,1
ACE2,FRS2,teufel,+,1
MSN2,FRS2,teufel,NA,1
RAP1,FRS2,teufel,+,1
YRM1,FRS2,teufel,NA,1
SWI5,GAT1,teufel,NA,1
UME6,GAT1,teufel,-,1
GCN4,GAT1,teufel,+,1
GLN3,GAT1,teufel,both,1
HAP2,GAT1,teufel,+,1
STE12,GAT1,teufel,NA,1
GZF3,GAT1,teufel,-,1
ACE2,GAT1,teufel,+,1
MSN2,GAT1,teufel,-,1
GCN4,LPD1,teufel,+,1
ABF1,LPD1,teufel,both,1
ABF1,SMX2,teufel,NA,1
ADR1,MDJ1,teufel,NA,1
HSF1,MDJ1,teufel,both,1
SPT23,MDJ1,teufel,NA,1
MSN2,MDJ1,teufel,both,1
TEC1,HSP12,teufel,both,1
SWI5,HSP12,teufel,NA,1
ADR1,HSP12,teufel,NA,1
SWI4,HSP12,teufel,both,1
HSF1,HSP12,teufel,NA,1
STE12,HSP12,teufel,NA,1
SKN7,HSP12,teufel,NA,1
YAP1,HSP12,teufel,both,1
YOX1,HSP12,teufel,NA,1
SOK2,HSP12,teufel,NA,1
MSN2,HSP12,teufel,both,1
MCM1,HSP12,teufel,-,1
HOT1,HSP12,teufel,NA,1
RAP1,HSP12,teufel,both,1
INO4,HSP12,teufel,NA,1
MSN1,HSP12,teufel,NA,1
RAP1,IES1,teufel,-,1
CIN5,IES1,teufel,+,1
YRM1,IES1,teufel,NA,1
YHP1,SMC1,teufel,NA,1
LEU3,SMC1,teufel,both,1
PHO4,VTC2,teufel,+,1
CBF1,VTC2,teufel,+,1
STE12,LOC1,teufel,NA,1
MSN2,LOC1,teufel,NA,1
RPN4,YPI1,teufel,both,1
RAP1,YPI1,teufel,-,1
RPN4,RPN11,teufel,both,1
RAP1,RPN11,teufel,-,1
STE12,YFR006W,teufel,NA,1
RFX1,YFR006W,teufel,+,1
YRM1,YFR006W,teufel,NA,1
STE12,GCN20,teufel,NA,1
RPN4,UBP6,teufel,both,1
ABF1,UBP6,teufel,NA,1
STE12,AIM13,teufel,NA,1
YRM1,AIM13,teufel,NA,1
ABF1,IOC3,teufel,NA,1
YRM1,IOC3,teufel,NA,1
NRG1,GSY1,teufel,-,1
IXR1,GSY1,teufel,both,1
MSN2,GSY1,teufel,both,1
RAP1,YFR018C,teufel,+,1
STE12,ROG3,teufel,NA,1
YAP1,ROG3,teufel,both,1
MSN2,LSB3,teufel,NA,1
STE12,HIS2,teufel,NA,1
STE12,CDC14,teufel,-,1
STE12,PTR3,teufel,-,1
MET32,MET10,teufel,+,1
GCN4,MET10,teufel,both,1
MET28,MET10,teufel,NA,1
CBF1,MET10,teufel,+,1
MET4,MET10,teufel,+,1
STE12,SMC2,teufel,+,1
SWI5,RPL2A,teufel,NA,1
IFH1,RPL2A,teufel,NA,1
SFP1,RPL2A,teufel,NA,1
RAP1,RPL2A,teufel,+,1
PHD1,RPL29,teufel,NA,1
IFH1,RPL29,teufel,NA,1
RAP1,RPL29,teufel,+,1
MBP1,QCR6,teufel,-,1
SPT23,QCR6,teufel,NA,1
YAP1,QCR6,teufel,+,1
SOK2,QCR6,teufel,NA,1
STE12,PHO4,teufel,NA,1
MSN2,PHO4,teufel,-,1
RAP1,PHO4,teufel,+,1
FHL1,PHO4,teufel,NA,1
ACE2,CDC26,teufel,NA,1
MSN2,CDC26,teufel,NA,1
STE12,IRC5,teufel,NA,1
RAP1,IRC5,teufel,-,1
STE12,YFR039C,teufel,NA,1
STE12,SAP155,teufel,NA,1
YRM1,SAP155,teufel,NA,1
HAC1,KEG1,teufel,+,1
FKH1,DUG1,teufel,+,1
CBF1,YMR31,teufel,+,1
RPN4,PRE4,teufel,both,1
REB1,RET2,teufel,+,1
ASH1,RPN12,teufel,NA,1
TEC1,HXK1,teufel,both,1
PDR1,HXK1,teufel,both,1
SOK2,HXK1,teufel,NA,1
RAP1,HXK1,teufel,-,1
INO4,HXK1,teufel,NA,1
STE12,COS12,teufel,NA,1
RAP1,COS12,teufel,-,1
YHP1,ADH4,teufel,NA,1
ZAP1,ADH4,teufel,+,1
ABF1,ADH4,teufel,+,1
TYE7,ADH4,teufel,+,1
PHO2,ZRT1,teufel,NA,1
GLN3,ZRT1,teufel,+,1
STP2,ZRT1,teufel,NA,1
FKH1,ZRT1,teufel,-,1
ZAP1,ZRT1,teufel,+,1
SPT23,ZRT1,teufel,NA,1
MSN2,ZRT1,teufel,both,1
MOT3,ZRT1,teufel,both,1
GCR2,ZRT1,teufel,NA,1
SWI4,HXK2,teufel,+,1
MIG1,HXK2,teufel,-,1
RGT1,HXK2,teufel,-,1
ABF1,HXK2,teufel,+,1
CRZ1,HXK2,teufel,NA,1
GCN4,RTG2,teufel,+,1
YAP1,RTG2,teufel,both,1
STE12,MTO1,teufel,+,1
PHO2,ADE5_7,teufel,NA,1
GCN4,ADE5_7,teufel,NA,1
BAS1,ADE5_7,teufel,NA,1
RAP1,ADE5_7,teufel,NA,1
ACE2,SHE10,teufel,NA,1
MSN2,SHE10,teufel,NA,1
ACE2,VID30,teufel,NA,1
ACE2,OST5,teufel,NA,1
RAP1,OST5,teufel,-,1
YAP3,MTC3,teufel,+,1
STE12,MTC3,teufel,NA,1
ACE2,MTC3,teufel,NA,1
ABF1,VRG4,teufel,+,1
RAP1,VRG4,teufel,+,1
PDR3,MIG2,teufel,both,1
SOK2,MIG2,teufel,NA,1
MSN2,MIG2,teufel,-,1
RAP1,SIP2,teufel,+,1
MSN2,CHC1,teufel,NA,1
CIN5,KEX1,teufel,+,1
GCN4,ARO8,teufel,+,1
REB1,YIP4,teufel,+,1
MSN2,MDS3,teufel,NA,1
RPN4,GCN1,teufel,both,1
STE12,GCN1,teufel,NA,1
ABF1,GCN1,teufel,NA,1
TEC1,HOS2,teufel,+,1
