tf,substrate,source,yeastract_sign,in_teufel
RAP1,FUI1,teufel,NA,1
MSN1,FUI1,teufel,NA,1
ABF1,PRE7,teufel,-,1
RAP1,PRE7,teufel,-,1
STE12,MRPL16,teufel,NA,1
TEC1,APL3,teufel,NA,1
STE12,APL3,teufel,NA,1
CBF1,YBL036C,teufel,-,1
HSF1,RIB1,teufel,+,1
YAP1,RIB1,teufel,both,1
HCM1,HEK2,teufel,+,1
HSF1,HEK2,teufel,+,1
SKN7,HEK2,teufel,+,1
ABF1,HEK2,teufel,-,1
YAP1,HEK2,teufel,both,1
YOX1,HEK2,teufel,NA,1
MSN2,HEK2,teufel,NA,1
TUP1,PET9,teufel,NA,1
IXR1,PET9,teufel,both,1
ABF1,PET9,teufel,NA,1
ASH1,PET9,teufel,NA,1
SOK2,PET9,teufel,NA,1
RDS2,PET9,teufel,NA,1
TEC1,YBL029W,teufel,NA,1
CAD1,YBL029W,teufel,NA,1
BAS1,YBL029W,teufel,+,1
SOK2,YBL029W,teufel,NA,1
MET31,YBL029W,teufel,+,1
CBF1,YBL028C,teufel,+,1
YAP1,YBL028C,teufel,both,1
MSN2,YBL028C,teufel,NA,1
CIN5,YBL028C,teufel,-,1
IFH1,RPL19B,teufel,NA,1
RAP1,RPL19B,teufel,+,1
CIN5,RPL19B,teufel,-,1
CBF1,NCL1,teufel,+,1
RPN4,MCM2,teufel,both,1
ABF1,MCM2,teufel,+,1
ACE2,MCM2,teufel,NA,1
RPN4,PIM1,teufel,both,1
RAP1,PIM1,teufel,NA,1
RAP1,RFT1,teufel,NA,1
IXR1,POP8,teufel,-,1
TEC1,FUS3,teufel,+,1
STE12,FUS3,teufel,+,1
MSN2,FUS3,teufel,NA,1
FLO8,ACH1,teufel,+,1
SOK2,ACH1,teufel,NA,1
MSN2,ACH1,teufel,both,1
TEC1,RRN6,teufel,NA,1
STE12,RRN6,teufel,NA,1
HSF1,SCT1,teufel,+,1
ABF1,SCT1,teufel,-,1
RAP1,SCT1,teufel,+,1
OTU1,YBL010C,teufel,NA,1
ABF1,SLA1,teufel,-,1
MSN2,SLA1,teufel,NA,1
PDR3,LDB7,teufel,both,1
PDR1,PDR3,teufel,+,1
STE12,PDR3,teufel,NA,1
YAP1,PDR3,teufel,both,1
TEC1,UTP20,teufel,+,1
YHP1,UTP20,teufel,NA,1
IXR1,UTP20,teufel,+,1
YAP1,UTP20,teufel,both,1
YOX1,UTP20,teufel,NA,1
MSN2,UTP20,teufel,NA,1
MBP1,HTA2,teufel,both,1
SWI4,HTA2,teufel,+,1
CIN5,HTA2,teufel,-,1
MBP1,HTB2,teufel,-,1
SWI6,HTB2,teufel,NA,1
MSN2,HTB2,teufel,both,1
YAP1,NTH2,teufel,both,1
YOX1,RER2,teufel,NA,1
YAP1,RCR1,teufel,both,1
GLN3,UGA2,teufel,both,1
TEC1,DSF2,teufel,NA,1
STE12,DSF2,teufel,+,1
PDR3,FLR1,teufel,both,1
PDR1,FLR1,teufel,both,1
IXR1,FLR1,teufel,both,1
YAP1,FLR1,teufel,both,1
MSN2,FLR1,teufel,NA,1
YRR1,FLR1,teufel,+,1
HSF1,HHF1,teufel,+,1
FKH2,HHF1,teufel,+,1
HIR2,HHF1,teufel,NA,1
MSN2,HHT1,teufel,+,1
FKH2,HHT1,teufel,+,1
HIR2,HHT1,teufel,NA,1
ABF1,IPP1,teufel,+,1
RAP1,IPP1,teufel,+,1
MOT3,YBR012C,teufel,-,1
STE12,GRX7,teufel,NA,1
TEC1,FUR4,teufel,NA,1
ABF1,FUR4,teufel,NA,1
MSN1,FUR4,teufel,NA,1
STE12,CHS3,teufel,NA,1
STE12,SCO2,teufel,NA,1
YAP1,OLA1,teufel,both,1
MSN2,OLA1,teufel,NA,1
ABF1,CDS1,teufel,NA,1
INO4,CDS1,teufel,both,1
STE12,RKM3,teufel,NA,1
ABF1,RPL4A,teufel,+,1
SFP1,RPL4A,teufel,NA,1
RAP1,RPL4A,teufel,+,1
RAP1,PDX3,teufel,-,1
MCM1,CSG2,teufel,+,1
RAP1,CSG2,teufel,+,1
MSN2,SCO1,teufel,NA,1
FKH2,CHS2,teufel,-,1
HAP5,ATP3,teufel,+,1
TEC1,FIG1,teufel,+,1
SUM1,FIG1,teufel,-,1
STE12,FIG1,teufel,both,1
MCM1,FAT1,teufel,+,1
GCN4,QDR3,teufel,+,1
STE12,QDR3,teufel,NA,1
MSN2,TCM62,teufel,NA,1
GCN4,ZTA1,teufel,+,1
RAP1,ZTA1,teufel,+,1
GCN4,FMP23,teufel,+,1
STE12,FMP23,teufel,-,1
GCN4,RPS11B,teufel,-,1
IFH1,RPS11B,teufel,NA,1
SFP1,RPS11B,teufel,NA,1
RAP1,RPS11B,teufel,+,1
REB1,REB1,teufel,-,1
RPN4,REB1,teufel,both,1
STE12,REB1,teufel,NA,1
ABF1,REB1,teufel,NA,1
HSF1,RFS1,teufel,NA,1
STE12,YBR053C,teufel,NA,1
SOK2,YBR053C,teufel,NA,1
RDS2,YBR053C,teufel,NA,1
GCN4,YRO2,teufel,both,1
STE12,YRO2,teufel,NA,1
ABF1,YRO2,teufel,NA,1
YAP1,YRO2,teufel,both,1
MSN2,YRO2,teufel,both,1
SKO1,YRO2,teufel,-,1
YOX1,YBR056W,teufel,NA,1
MSN2,YBR056W,teufel,NA,1
TEC1,MUM2,teufel,NA,1
ACE2,MUM2,teufel,NA,1
ABF1,UBP14,teufel,NA,1
STE12,ORC2,teufel,NA,1
STE12,NRG2,teufel,NA,1
SKN7,NRG2,teufel,+,1
YAP1,NRG2,teufel,both,1
MSN2,NRG2,teufel,NA,1
TUP1,TIP1,teufel,NA,1
ADR1,TIP1,teufel,+,1
PHO4,TIP1,teufel,both,1
STE12,TIP1,teufel,NA,1
SPT23,TIP1,teufel,NA,1
PHD1,TIP1,teufel,NA,1
SOK2,TIP1,teufel,NA,1
MSN2,TIP1,teufel,-,1
MCM1,TIP1,teufel,-,1
CIN5,TIP1,teufel,+,1
RDS2,TIP1,teufel,NA,1
STP1,BAP2,teufel,+,1
GCN4,BAP2,teufel,both,1
STP2,BAP2,teufel,+,1
DAL81,BAP2,teufel,+,1
SFP1,BAP2,teufel,NA,1
SOK2,BAP2,teufel,NA,1
MSN2,BAP2,teufel,+,1
RAP1,BAP2,teufel,NA,1
YAP1,TAT1,teufel,both,1
ROX1,TAT1,teufel,NA,1
MBP1,ALG14,teufel,-,1
SWI4,ALG14,teufel,-,1
ASH1,ALG14,teufel,NA,1
CIN5,ALG14,teufel,-,1
MBP1,YBR071W,teufel,-,1
SWI5,YBR071W,teufel,NA,1
ASH1,YBR071W,teufel,+,1
SWI6,YBR071W,teufel,NA,1
CAD1,HSP26,teufel,NA,1
HSF1,HSP26,teufel,NA,1
RIM101,HSP26,teufel,NA,1
STE12,HSP26,teufel,NA,1
ZAP1,HSP26,teufel,NA,1
YAP1,HSP26,teufel,both,1
SOK2,HSP26,teufel,NA,1
MSN2,HSP26,teufel,both,1
YRM1,YBR074W,teufel,NA,1
TEC1,SLM4,teufel,NA,1
SOK2,SLM4,teufel,NA,1
RAP1,SLM4,teufel,NA,1
TEC1,ECM33,teufel,NA,1
STE12,ECM33,teufel,NA,1
MSN2,ECM33,teufel,-,1
MCM1,ECM33,teufel,+,1
RAP1,ECM33,teufel,+,1
ABF1,SEC18,teufel,NA,1
STE12,SPT7,teufel,NA,1
HSF1,UBC4,teufel,+,1
STE12,UBC4,teufel,+,1
SOK2,UBC4,teufel,NA,1
DIG1,UBC4,teufel,NA,1
SWI5,TEC1,teufel,NA,1
STE12,TEC1,teufel,both,1
MSN2,TEC1,teufel,-,1
SFP1,RPL19A,teufel,NA,1
RAP1,RPL19A,teufel,+,1
BAS1,RFC5,teufel,+,1
SWI4,POL30,teufel,NA,1
GCN4,ARG3,teufel,+,1
GLN3,ARG3,teufel,NA,1
STE12,ARG3,teufel,NA,1
ASH1,ARG3,teufel,NA,1
RFX1,ARG3,teufel,-,1
ARG81,ARG3,teufel,-,1
RAP1,ARG3,teufel,+,1
TEC1,ALY2,teufel,NA,1
TEC1,TAX4,teufel,NA,1
STE12,TAX4,teufel,NA,1
PDR3,IML2,teufel,+,1
MSN2,IML2,teufel,NA,1
SWI5,SCP160,teufel,NA,1
STE12,SCP160,teufel,NA,1
ACE2,SCP160,teufel,NA,1
TUP1,PRY1,teufel,NA,1
SWI4,PRY1,teufel,-,1
SKN7,PRY1,teufel,+,1
ABF1,PRY1,teufel,+,1
SOK2,PRY1,teufel,NA,1
MSN2,PRY1,teufel,both,1
RAP1,PRY1,teufel,-,1
CIN5,PRY1,teufel,+,1
NRG1,PRY3,teufel,-,1
SWI5,PRY3,teufel,NA,1
STE12,PRY3,teufel,NA,1
FKH1,PRY3,teufel,+,1
ACE2,PRY3,teufel,+,1
SOK2,PRY3,teufel,NA,1
MSN2,PRY3,teufel,NA,1
RAP1,PRY3,teufel,+,1
SOK2,NET1,teufel,NA,1
MSN2,NET1,teufel,-,1
HSF1,SMC3,teufel,NA,1
STE12,SMC3,teufel,NA,1
GCN4,PSF2,teufel,+,1
GCN4,ARG2,teufel,+,1
RPH1,YJL068C,teufel,-,1
ABF1,YJL068C,teufel,+,1
SFP1,YJL068C,teufel,NA,1
ABF1,MRPL8,teufel,+,1
MET32,BNA3,teufel,+,1
FLO8,BNA3,teufel,NA,1
CBF1,BNA3,teufel,+,1
MCM1,BNA3,teufel,+,1
MET31,BNA3,teufel,-,1
YAP1,IKS1,teufel,NA,1
ZAP1,YJL055W,teufel,NA,1
PDR1,TDH1,teufel,both,1
STE12,TDH1,teufel,NA,1
YAP1,TDH1,teufel,both,1
FKH2,MTR4,teufel,+,1
TEC1,UBX6,teufel,NA,1
ADR1,UBX6,teufel,NA,1
FLO8,UBX6,teufel,-,1
STE12,UBX6,teufel,NA,1
ZAP1,UBX6,teufel,NA,1
SOK2,UBX6,teufel,NA,1
MAC1,UBX6,teufel,NA,1
MSN2,UBX6,teufel,both,1
STE12,AIM22,teufel,NA,1
ABF1,MHP1,teufel,NA,1
REB1,NUP192,teufel,+,1
STE12,NUP192,teufel,+,1
MSN2,NUP192,teufel,NA,1
SUM1,IRC18,teufel,-,1
ABF1,IRC18,teufel,+,1
STE12,SNX4,teufel,-,1
HAC1,TAD2,teufel,+,1
SFP1,TAD2,teufel,NA,1
HAC1,KAR2,teufel,both,1
HSF1,KAR2,teufel,+,1
SFP1,KAR2,teufel,NA,1
HAP2,SDC25,teufel,+,1
SOK2,YBR219C,teufel,NA,1
FHL1,YBR219C,teufel,NA,1
ABF1,CSH1,teufel,-,1
SKO1,CSH1,teufel,-,1
RTG3,LYS20,teufel,+,1
TEC1,LYS20,teufel,NA,1
STP1,LYS20,teufel,+,1
GCN4,LYS20,teufel,+,1
STE12,LYS20,teufel,NA,1
SKN7,LYS20,teufel,both,1
YAP1,LYS20,teufel,both,1
MSN2,LYS20,teufel,-,1
CIN5,LYS20,teufel,+,1
FHL1,LYS20,teufel,NA,1
STE12,YER160C,teufel,NA,1
ABF1,BSD2,yeastract_strict,-,0
ABF1,DBP2,yeastract_strict,-,0
ABF1,FCY2,yeastract_strict,-,0
ABF1,GCD6,yeastract_strict,-,0
ABF1,NOP1,yeastract_strict,-,0
ABF1,NOP12,yeastract_strict,both,0
ABF1,RPA12,yeastract_strict,-,0
BAS1,ATG33,yeastract_strict,-,0
BAS1,BDH2,yeastract_strict,both,0
BAS1,CIS1,yeastract_strict,-,0
BAS1,CUP9,yeastract_strict,both,0
BAS1,URA2,yeastract_strict,-,0
CAD1,HSP31,yeastract_strict,-,0
CBF1,ADH5,yeastract_strict,-,0
CBF1,AFG2,yeastract_strict,-,0
CBF1,ALG6,yeastract_strict,-,0
CBF1,APS2,yeastract_strict,-,0
CBF1,APT2,yeastract_strict,-,0
CBF1,ARP8,yeastract_strict,-,0
CBF1,ASA1,yeastract_strict,-,0
CBF1,ATG20,yeastract_strict,-,0
CBF1,BAP3,yeastract_strict,-,0
CBF1,BBP1,yeastract_strict,-,0
CBF1,BET3,yeastract_strict,-,0
CBF1,BMH1,yeastract_strict,-,0
CBF1,BRE5,yeastract_strict,-,0
CBF1,CAF120,yeastract_strict,-,0
CBF1,CDC34,yeastract_strict,-,0
CBF1,CKB2,yeastract_strict,-,0
CBF1,COX17,yeastract_strict,-,0
CBF1,CSL4,yeastract_strict,-,0
CBF1,CYC3,yeastract_strict,-,0
CBF1,CYS3,yeastract_strict,both,0
CBF1,DAM1,yeastract_strict,-,0
CBF1,DNM1,yeastract_strict,-,0
CBF1,DRS1,yeastract_strict,-,0
CBF1,DYN1,yeastract_strict,-,0
CBF1,EFB1,yeastract_strict,-,0
CBF1,EMI1,yeastract_strict,-,0
CBF1,EPL1,yeastract_strict,-,0
CBF1,ERG25,yeastract_strict,-,0
CBF1,ERP2,yeastract_strict,-,0
CBF1,EXG1,yeastract_strict,-,0
CBF1,FAA1,yeastract_strict,-,0
CBF1,FAB1,yeastract_strict,-,0
CBF1,FBP26,yeastract_strict,-,0
CBF1,FCY2,yeastract_strict,-,0
CBF1,GCD1,yeastract_strict,-,0
CBF1,GCN20,yeastract_strict,-,0
CBF1,GDH3,yeastract_strict,-,0
CBF1,GLE2,yeastract_strict,-,0
CBF1,GLT1,yeastract_strict,-,0
CBF1,GPA2,yeastract_strict,-,0
CBF1,GRX2,yeastract_strict,-,0
CBF1,HAP1,yeastract_strict,-,0
CBF1,HAT1,yeastract_strict,-,0
CBF1,HEM12,yeastract_strict,-,0
CBF1,HIR2,yeastract_strict,-,0
CBF1,HOM3,yeastract_strict,-,0
CBF1,HTZ1,yeastract_strict,-,0
CBF1,IES5,yeastract_strict,-,0
CBF1,IES6,yeastract_strict,-,0
CBF1,IML1,yeastract_strict,-,0
CBF1,IPP1,yeastract_strict,-,0
CBF1,KTR1,yeastract_strict,-,0
CBF1,LGE1,yeastract_strict,-,0
CBF1,LPD1,yeastract_strict,-,0
CBF1,MAS2,yeastract_strict,-,0
CBF1,MDG1,yeastract_strict,-,0
CBF1,MDY2,yeastract_strict,-,0
CBF1,MHR1,yeastract_strict,-,0
CBF1,MNN1,yeastract_strict,-,0
CBF1,MUM2,yeastract_strict,-,0
CBF1,MVP1,yeastract_strict,-,0
CBF1,NCB2,yeastract_strict,-,0
CBF1,NHP6B,yeastract_strict,-,0
CBF1,OCA4,yeastract_strict,-,0
CBF1,OLE1,yeastract_strict,-,0
CBF1,OSH7,yeastract_strict,-,0
CBF1,PCS60,yeastract_strict,-,0
CBF1,PDI1,yeastract_strict,-,0
CBF1,PDR15,yeastract_strict,-,0
CBF1,PET117,yeastract_strict,-,0
CBF1,PFK26,yeastract_strict,-,0
CBF1,PHO91,yeastract_strict,-,0
CBF1,PKH2,yeastract_strict,-,0
CBF1,PKR1,yeastract_strict,both,0
CBF1,POP1,yeastract_strict,-,0
CBF1,PRE2,yeastract_strict,-,0
CBF1,PRE3,yeastract_strict,-,0
CBF1,PTC1,yeastract_strict,-,0
CBF1,PTR3,yeastract_strict,-,0
CBF1,QCR6,yeastract_strict,-,0
CBF1,QRI7,yeastract_strict,-,0
CBF1,RAD16,yeastract_strict,-,0
CBF1,RCK2,yeastract_strict,-,0
CBF1,RIB5,yeastract_strict,-,0
CBF1,RMD1,yeastract_strict,-,0
CBF1,RNH202,yeastract_strict,-,0
CBF1,RPN4,yeastract_strict,-,0
CBF1,RPS3,yeastract_strict,-,0
CBF1,RPT4,yeastract_strict,-,0
CBF1,RRB1,yeastract_strict,-,0
CBF1,RSP5,yeastract_strict,-,0
CBF1,RTG2,yeastract_strict,-,0
CBF1,SAH1,yeastract_strict,-,0
CBF1,SCW4,yeastract_strict,-,0
CBF1,SEC4,yeastract_strict,-,0
CBF1,SEC7,yeastract_strict,-,0
CBF1,SET2,yeastract_strict,-,0
CBF1,SEY1,yeastract_strict,-,0
CBF1,SIP3,yeastract_strict,-,0
CBF1,SIR1,yeastract_strict,-,0
CBF1,SKY1,yeastract_strict,-,0
CBF1,SNF4,yeastract_strict,-,0
CBF1,SPC25,yeastract_strict,-,0
CBF1,SPR6,yeastract_strict,-,0
CBF1,SPT6,yeastract_strict,-,0
CBF1,SRS2,yeastract_strict,-,0
CBF1,SSA1,yeastract_strict,-,0
CBF1,STE4,yeastract_strict,-,0
CBF1,SUA7,yeastract_strict,-,0
CBF1,SUR2,yeastract_strict,-,0
CBF1,TDH2,yeastract_strict,-,0
CBF1,TDP1,yeastract_strict,-,0
CBF1,TFC3,yeastract_strict,-,0
CBF1,TGL1,yeastract_strict,-,0
CBF1,THI74,yeastract_strict,-,0
CBF1,TIM12,yeastract_strict,-,0
CBF1,TIM17,yeastract_strict,-,0
CBF1,TIM54,yeastract_strict,-,0
CBF1,TIP20,yeastract_strict,-,0
CBF1,TPM1,yeastract_strict,-,0
CBF1,TRP1,yeastract_strict,-,0
CBF1,UBP11,yeastract_strict,-,0
CBF1,VAN1,yeastract_strict,-,0
CBF1,VHS3,yeastract_strict,-,0
CBF1,VID28,yeastract_strict,-,0
CBF1,VPH1,yeastract_strict,-,0
CBF1,VPS1,yeastract_strict,-,0
CBF1,VTC1,yeastract_strict,-,0
CBF1,VTC3,yeastract_strict,-,0
CBF1,VTC4,yeastract_strict,-,0
CBF1,VTI1,yeastract_strict,-,0
CBF1,WHI4,yeastract_strict,-,0
CBF1,WTM1,yeastract_strict,-,0
CBF1,YBL086C,yeastract_strict,-,0
CBF1,YBR012C,yeastract_strict,-,0
CBF1,YBR225W,yeastract_strict,-,0
CBF1,YBR287W,yeastract_strict,-,0
CBF1,YCK3,yeastract_strict,-,0
CBF1,YDR061W,yeastract_strict,-,0
CBF1,YEF3,yeastract_strict,-,0
CBF1,YEL025C,yeastract_strict,-,0
CBF1,YER079W,yeastract_strict,-,0
CBF1,YER188W,yeastract_strict,-,0
CBF1,YFH1,yeastract_strict,-,0
CBF1,YFL032W,yeastract_strict,-,0
CBF1,YFR018C,yeastract_strict,-,0
CBF1,YGR130C,yeastract_strict,-,0
CBF1,YHR033W,yeastract_strict,-,0
CBF1,YJL118W,yeastract_strict,-,0
CBF1,YJR114W,yeastract_strict,-,0
CBF1,YKE4,yeastract_strict,-,0
CBF1,YLL020C,yeastract_strict,-,0
CBF1,YLL056C,yeastract_strict,-,0
CBF1,YLR280C,yeastract_strict,-,0
CBF1,YML018C,yeastract_strict,-,0
CBF1,YMR196W,yeastract_strict,-,0
CBF1,YNG1,yeastract_strict,-,0
CBF1,YVC1,yeastract_strict,-,0
CRZ1,FUI1,yeastract_strict,both,0
CRZ1,KTR5,yeastract_strict,-,0
CRZ1,RAS1,yeastract_strict,-,0
CRZ1,RPL22B,yeastract_strict,-,0
CST6,ALD6,yeastract_strict,-,0
CST6,CBF2,yeastract_strict,-,0
CST6,COR1,yeastract_strict,-,0
CST6,HSP12,yeastract_strict,both,0
CST6,HXK1,yeastract_strict,-,0
CST6,ISU1,yeastract_strict,both,0
CST6,SKS1,yeastract_strict,-,0
CST6,STO1,yeastract_strict,-,0
CST6,YOR302W,yeastract_strict,-,0
CUP2,SOD1,yeastract_strict,both,0
DAL81,DIP5,yeastract_strict,-,0
DAL81,OPT1,yeastract_strict,-,0
FKH1,AIM14,yeastract_strict,-,0
FKH1,ARG1,yeastract_strict,-,0
FKH1,CLB4,yeastract_strict,both,0
FKH1,CMS1,yeastract_strict,-,0
FKH1,CSM1,yeastract_strict,-,0
FKH1,DAS1,yeastract_strict,-,0
FKH1,DBP2,yeastract_strict,-,0
FKH1,DFR1,yeastract_strict,-,0
FKH1,FKH2,yeastract_strict,both,0
FKH1,FPR4,yeastract_strict,-,0
FKH1,HAS1,yeastract_strict,-,0
FKH1,IKS1,yeastract_strict,-,0
FKH1,JEN1,yeastract_strict,-,0
FKH1,MMS2,yeastract_strict,-,0
FKH1,MRT4,yeastract_strict,-,0
FKH1,MTC4,yeastract_strict,-,0
FKH1,MTW1,yeastract_strict,-,0
FKH1,NET1,yeastract_strict,-,0
FKH1,NHP2,yeastract_strict,-,0
FKH1,NOG2,yeastract_strict,-,0
FKH1,NOP58,yeastract_strict,-,0
FKH1,PIC2,yeastract_strict,both,0
FKH1,RKI1,yeastract_strict,-,0
FKH1,RPA34,yeastract_strict,-,0
FKH1,RPA43,yeastract_strict,-,0
FKH1,RPB5,yeastract_strict,-,0
FKH1,RPL12A,yeastract_strict,-,0
FKH1,RPL12B,yeastract_strict,-,0
FKH1,RPL14B,yeastract_strict,-,0
FKH1,RPL15A,yeastract_strict,-,0
FKH1,RPL16A,yeastract_strict,-,0
FKH1,RPL17B,yeastract_strict,-,0
FKH1,RPL18A,yeastract_strict,-,0
FKH1,RPL1A,yeastract_strict,-,0
FKH1,RPL1B,yeastract_strict,-,0
FKH1,RPL20A,yeastract_strict,-,0
FKH1,RPL21B,yeastract_strict,-,0
FKH1,RPL22A,yeastract_strict,-,0
FKH1,RPL23B,yeastract_strict,-,0
FKH1,RPL25,yeastract_strict,-,0
FKH1,RPL26A,yeastract_strict,-,0
FKH1,RPL26B,yeastract_strict,-,0
FKH1,RPL27B,yeastract_strict,-,0
FKH1,RPL28,yeastract_strict,-,0
FKH1,RPL32,yeastract_strict,-,0
FKH1,RPL33B,yeastract_strict,-,0
FKH1,RPL35B,yeastract_strict,-,0
FKH1,RPL36A,yeastract_strict,-,0
FKH1,RPL37A,yeastract_strict,-,0
FKH1,RPL40B,yeastract_strict,-,0
FKH1,RPL41A,yeastract_strict,-,0
FKH1,RPL42A,yeastract_strict,-,0
FKH1,RPL5,yeastract_strict,-,0
FKH1,RPL6A,yeastract_strict,-,0
FKH1,RPL6B,yeastract_strict,-,0
FKH1,RPL8A,yeastract_strict,-,0
FKH1,RPL8B,yeastract_strict,-,0
FKH1,RPL9A,yeastract_strict,-,0
FKH1,RPL9B,yeastract_strict,-,0
FKH1,RPS10A,yeastract_strict,-,0
FKH1,RPS10B,yeastract_strict,-,0
FKH1,RPS12,yeastract_strict,-,0
FKH1,RPS14B,yeastract_strict,-,0
FKH1,RPS17A,yeastract_strict,-,0
FKH1,RPS17B,yeastract_strict,-,0
FKH1,RPS18B,yeastract_strict,-,0
FKH1,RPS19A,yeastract_strict,-,0
FKH1,RPS19B,yeastract_strict,-,0
FKH1,RPS1A,yeastract_strict,-,0
FKH1,RPS1B,yeastract_strict,-,0
FKH1,RPS2,yeastract_strict,-,0
FKH1,RPS21A,yeastract_strict,-,0
FKH1,RPS21B,yeastract_strict,-,0
FKH1,RPS23B,yeastract_strict,-,0
FKH1,RPS24B,yeastract_strict,-,0
FKH1,RPS25B,yeastract_strict,-,0
FKH1,RPS26B,yeastract_strict,-,0
FKH1,RPS27A,yeastract_strict,-,0
FKH1,RPS27B,yeastract_strict,-,0
FKH1,RPS28A,yeastract_strict,-,0
FKH1,RPS28B,yeastract_strict,-,0
FKH1,RPS29B,yeastract_strict,-,0
FKH1,RPS3,yeastract_strict,-,0
FKH1,RPS4A,yeastract_strict,-,0
FKH1,RPS5,yeastract_strict,-,0
FKH1,RPS7A,yeastract_strict,-,0
FKH1,RPS7B,yeastract_strict,-,0
FKH1,RPS8A,yeastract_strict,-,0
FKH1,RPS9A,yeastract_strict,-,0
FKH1,SAR1,yeastract_strict,-,0
FKH1,SLK19,yeastract_strict,-,0
FKH1,SML1,yeastract_strict,-,0
FKH1,STM1,yeastract_strict,-,0
FKH1,SUI1,yeastract_strict,-,0
FKH1,TEF2,yeastract_strict,-,0
FKH1,TRS31,yeastract_strict,-,0
FKH1,VMA13,yeastract_strict,-,0
FKH1,VMA6,yeastract_strict,-,0
FKH1,YBL029W,yeastract_strict,-,0
FKH1,YGP1,yeastract_strict,both,0
FKH1,YIP3,yeastract_strict,-,0
FKH1,YJL118W,yeastract_strict,-,0
FKH1,YNG1,yeastract_strict,-,0
FKH1,ZEO1,yeastract_strict,-,0
FKH2,LAC1,yeastract_strict,-,0
FKH2,SMF2,yeastract_strict,-,0
FKH2,SUR7,yeastract_strict,-,0
FKH2,VMA13,yeastract_strict,-,0
FKH2,VMA6,yeastract_strict,-,0
FKH2,WSC2,yeastract_strict,-,0
FKH2,YGP1,yeastract_strict,both,0
FLO8,HXT1,yeastract_strict,-,0
FLO8,HXT3,yeastract_strict,-,0
FLO8,ROX1,yeastract_strict,-,0
FLO8,SNT309,yeastract_strict,-,0
FLO8,YDR524W-C,yeastract_strict,-,0
GAT1,GAP1,yeastract_strict,both,0
GAT1,GAT1,yeastract_strict,both,0
GAT1,TRS23,yeastract_strict,-,0
GAT1,UBC8,yeastract_strict,-,0
GCN4,AAH1,yeastract_strict,both,0
GCN4,AAP1,yeastract_strict,both,0
GCN4,ABD1,yeastract_strict,both,0
GCN4,AEP1,yeastract_strict,-,0
GCN4,AGA2,yeastract_strict,both,0
GCN4,ASK10,yeastract_strict,-,0
GCN4,ATO3,yeastract_strict,both,0
GCN4,ATS1,yeastract_strict,-,0
GCN4,BAT1,yeastract_strict,both,0
GCN4,BOP2,yeastract_strict,both,0
GCN4,CIN8,yeastract_strict,-,0
GCN4,COX5B,yeastract_strict,-,0
GCN4,COY1,yeastract_strict,-,0
GCN4,CPT1,yeastract_strict,-,0
GCN4,CSN9,yeastract_strict,-,0
GCN4,CTK1,yeastract_strict,-,0
GCN4,CTS2,yeastract_strict,both,0
GCN4,CYC8,yeastract_strict,-,0
GCN4,DCS2,yeastract_strict,both,0
GCN4,DDR2,yeastract_strict,both,0
GCN4,DDR48,yeastract_strict,both,0
GCN4,DIA2,yeastract_strict,-,0
GCN4,DLD3,yeastract_strict,both,0
GCN4,DRS1,yeastract_strict,both,0
GCN4,DSE3,yeastract_strict,-,0
GCN4,DUG1,yeastract_strict,-,0
GCN4,ECM11,yeastract_strict,both,0
GCN4,ECM9,yeastract_strict,both,0
GCN4,EMI1,yeastract_strict,-,0
GCN4,EXO70,yeastract_strict,-,0
GCN4,FRS2,yeastract_strict,-,0
GCN4,GLC3,yeastract_strict,-,0
GCN4,GPD1,yeastract_strict,both,0
GCN4,GPR1,yeastract_strict,both,0
GCN4,GRX2,yeastract_strict,both,0
GCN4,GSP2,yeastract_strict,both,0
GCN4,GYP8,yeastract_strict,-,0
GCN4,HFD1,yeastract_strict,both,0
GCN4,HST1,yeastract_strict,-,0
GCN4,IDH1,yeastract_strict,both,0
GCN4,IES6,yeastract_strict,-,0
GCN4,INP52,yeastract_strict,-,0
GCN4,INP53,yeastract_strict,-,0
GCN4,IST3,yeastract_strict,both,0
GCN4,ISW2,yeastract_strict,both,0
GCN4,IZH3,yeastract_strict,both,0
GCN4,KAR9,yeastract_strict,both,0
GCN4,LSM12,yeastract_strict,-,0
GCN4,LYS12,yeastract_strict,both,0
GCN4,MCT1,yeastract_strict,both,0
GCN4,MDL2,yeastract_strict,-,0
GCN4,MIF2,yeastract_strict,both,0
GCN4,MNS1,yeastract_strict,-,0
GCN4,MRF1,yeastract_strict,-,0
GCN4,MRP7,yeastract_strict,both,0
GCN4,MSB4,yeastract_strict,-,0
GCN4,MUM2,yeastract_strict,-,0
GCN4,MYO1,yeastract_strict,-,0
GCN4,NAF1,yeastract_strict,both,0
GCN4,NCR1,yeastract_strict,both,0
GCN4,NNF1,yeastract_strict,both,0
GCN4,NOG1,yeastract_strict,-,0
GCN4,ORC3,yeastract_strict,-,0
GCN4,PDR16,yeastract_strict,-,0
GCN4,PDR8,yeastract_strict,both,0
GCN4,PET117,yeastract_strict,-,0
GCN4,PEX2,yeastract_strict,-,0
GCN4,PEX25,yeastract_strict,-,0
GCN4,PEX7,yeastract_strict,-,0
GCN4,PIC2,yeastract_strict,both,0
GCN4,PRP19,yeastract_strict,-,0
GCN4,PRP28,yeastract_strict,both,0
GCN4,RAD26,yeastract_strict,both,0
GCN4,RAD5,yeastract_strict,both,0
