substrate,q_x,boot_robust_frac,mean_n_sources,transfer_r_median,repressor_score,carries_repressor,n_repressor_edges,n_edges,n_robust_edges,periodicity_pvalue,score,tier,reason,apply_multiplier,recommended_fallback
BPH1,0.4007,1.0000,0.0000,-0.0180,1.0000,false,0,1,1,0.00245529,0.4801,CAUTION,,false,damped
BPT1,0.5048,1.0000,2.0000,-0.0302,1.0000,false,0,1,1,0.0881879,0.6343,DO-NOT-USE,non-periodic,false,flat_M1
BRX1,0.8113,0.5000,1.5000,0.5724,1.0000,false,0,2,1,8.2661e-05,0.6767,USE,,true,none
BSC2,0.3806,0.0000,2.0000,-0.2074,1.0000,false,0,1,0,0.12276,0.4095,DO-NOT-USE,non-periodic,false,flat_M1
BSC6,0.9074,1.0000,2.0000,-0.0826,1.0000,false,0,1,1,2.21556e-05,0.7148,USE,,true,none
BSP1,0.4680,1.0000,3.0000,0.3615,1.0000,false,0,1,1,2.08489,0.7659,DO-NOT-USE,non-periodic,false,flat_M1
BUB2,0.8916,1.0000,1.0000,0.1804,1.0000,false,0,1,1,1.09996e-05,0.6811,USE,,true,none
BUB3,0.8758,1.0000,2.0000,0.3393,1.0000,false,0,1,1,0.000215223,0.7764,USE,,true,none
BUD19,0.3756,1.0000,2.0000,-0.0370,1.0000,false,0,1,1,0.026486,0.6085,USE,,true,none
BUD20,0.9120,0.0000,1.6667,0.3919,1.0000,false,0,3,0,4.37734e-05,0.5719,USE,,true,none
BUD21,0.7872,1.0000,2.0000,0.5219,1.0000,false,0,1,1,0.0212098,0.7952,USE,,true,none
BUD22,0.7230,1.0000,2.0000,0.4636,1.0000,false,0,1,1,9.70196e-05,0.7707,USE,,true,none
BUD26,0.1501,1.0000,1.0000,-0.0109,1.0000,false,0,1,1,0.597298,0.4967,DO-NOT-USE,non-periodic,false,flat_M1
BUD27,0.6084,0.0000,1.7500,0.5985,1.0000,false,0,4,0,0.00168862,0.5580,DO-NOT-USE,over-parameterized,false,flat_M1
BUD3,0.9980,1.0000,2.0000,-0.1193,1.0000,false,0,1,1,8.04308e-22,0.7329,USE,,true,none
BUD4,0.9721,0.5000,0.5000,-0.3469,0.5000,true,1,2,1,2.04115e-15,0.4278,CAUTION,,false,damped
BUD7,0.1442,0.0000,2.0000,0.1227,1.0000,false,0,2,0,0.118444,0.3867,DO-NOT-USE,non-periodic,false,flat_M1
BUD9,0.9730,0.2500,2.2500,0.5995,0.2500,true,3,4,1,2.25911e-13,0.5645,USE,,true,none
BUR6,0.8278,0.6667,1.6667,-0.0777,1.0000,false,0,3,2,5.98378e-06,0.6100,USE,,true,none
BYE1,0.7269,1.0000,2.0000,0.1260,1.0000,false,0,1,1,0.00441226,0.7039,USE,,true,none
CAB2,0.0104,1.0000,1.0000,-0.2276,1.0000,false,0,1,1,86.1191,0.4687,DO-NOT-USE,non-periodic,false,flat_M1
CAB4,0.7073,1.0000,0.0000,-0.3351,1.0000,false,0,1,1,0.0267052,0.5415,USE,,true,none
CAF120,0.7507,0.0000,1.5000,0.2238,1.0000,false,0,2,0,0.0140902,0.4949,CAUTION,,false,damped
CAF16,0.7616,1.0000,2.0000,0.2986,1.0000,false,0,1,1,0.0050436,0.7454,USE,,true,none
CAF20,0.3368,1.0000,0.0000,-0.0692,1.0000,false,0,1,1,0.0196542,0.4674,CAUTION,,false,damped
CAF40,0.0305,0.5000,1.5000,-0.1136,1.0000,false,0,2,1,12.5398,0.4061,DO-NOT-USE,non-periodic,false,flat_M1
CAJ1,0.4108,1.0000,2.0000,-0.0922,1.0000,false,0,1,1,0.0144681,0.6155,USE,,true,none
CAM1,0.1154,1.0000,1.0000,-0.1353,1.0000,false,0,1,1,7.54246,0.4897,DO-NOT-USE,non-periodic,false,flat_M1
CAN1,0.0228,1.0000,3.0000,0.1763,1.0000,false,0,1,1,3.37182,0.6398,DO-NOT-USE,non-periodic,false,flat_M1
CAP1,0.4336,0.3333,1.6667,0.3600,1.0000,false,0,3,1,0.0223033,0.5365,USE,,true,none
CAR1,0.8478,0.3333,1.6667,0.0474,0.3333,true,1,3,1,2.56962e-06,0.4235,CAUTION,,false,damped
CAR2,0.8815,0.0000,1.6667,-0.0291,1.0000,false,0,3,0,5.29872e-06,0.4874,CAUTION,,false,damped
CAT2,0.5015,1.0000,3.0000,-0.2180,1.0000,false,0,1,1,0.0514612,0.7003,DO-NOT-USE,non-periodic,false,flat_M1
CBF1,0.5323,1.0000,1.0000,0.3644,1.0000,false,0,1,1,4.12705,0.6460,DO-NOT-USE,non-periodic,false,flat_M1
CBF2,0.9462,0.5000,1.5000,0.2374,1.0000,false,0,2,1,1.09714e-07,0.6367,USE,,true,none
CBP3,0.1382,0.0000,2.0000,-0.3186,1.0000,false,0,2,0,3.01068,0.3610,DO-NOT-USE,non-periodic,false,flat_M1
CCA1,0.3969,1.0000,1.0000,-0.0923,1.0000,false,0,1,1,0.157089,0.5460,DO-NOT-USE,non-periodic,false,flat_M1
CCC2,0.5578,0.0000,2.0000,0.2488,1.0000,false,0,2,0,0.00585822,0.4947,CAUTION,,false,damped
CCE1,0.7792,1.0000,2.0000,0.2355,1.0000,false,0,1,1,0.00987558,0.7363,USE,,true,none
CCH1,0.3099,1.0000,1.0000,-0.0237,1.0000,false,0,2,2,0.0367959,0.5286,USE,,true,none
CCL1,0.7114,1.0000,1.0000,-0.2417,1.0000,false,0,1,1,0.00378641,0.6089,USE,,true,none
CCM1,0.5959,1.0000,1.0000,0.3149,1.0000,false,0,1,1,0.000551958,0.6488,USE,,true,none
CCP1,0.3357,1.0000,2.0000,-0.0605,1.0000,false,0,1,1,0.0543436,0.6005,DO-NOT-USE,non-periodic,false,flat_M1
CCS1,0.5926,1.0000,3.0000,0.0401,1.0000,false,0,1,1,0.00129554,0.7265,USE,,true,none
CCT4,0.8050,1.0000,0.0000,-0.3533,1.0000,false,0,1,1,0.00486454,0.5610,USE,,true,none
CCW12,0.7078,0.2000,1.4000,0.2329,1.0000,false,0,5,1,0.00318595,0.5215,USE,,true,none
CCW14,0.7424,0.2500,1.0000,0.1172,1.0000,false,0,4,1,4.48567e-05,0.4886,CAUTION,,false,damped
CDC14,0.9009,1.0000,2.0000,-0.1989,1.0000,false,0,1,1,1.29653e-05,0.7135,USE,,true,none
CDC16,0.8131,0.5000,0.5000,0.2700,1.0000,false,0,2,1,0.00124046,0.5500,USE,,true,none
CDC19,0.0362,0.5000,2.0000,-0.2763,1.0000,false,0,4,2,3.20719,0.4406,DO-NOT-USE,non-periodic,false,flat_M1
CDC20,0.9831,0.0000,1.3333,0.6820,0.0000,true,1,3,0,1.51468e-13,0.4219,DO-NOT-USE,sign-unstable,false,flat_M1
CDC21,0.9904,0.5000,2.5000,0.0429,1.0000,false,0,2,1,2.43013e-14,0.6733,USE,,true,none
CDC24,0.5167,1.0000,1.5000,-0.3362,1.0000,false,0,2,2,5.64971,0.6033,DO-NOT-USE,non-periodic,false,flat_M1
CDC26,0.5480,0.5000,0.0000,-0.0622,1.0000,false,0,2,1,0.00162059,0.4096,CAUTION,,false,damped
CDC3,0.7740,1.0000,0.0000,-0.0780,1.0000,false,0,1,1,8.27822e-05,0.5548,USE,,true,none
CDC34,0.5358,0.0000,1.0000,-0.0968,0.0000,true,1,2,0,0.0113147,0.1738,DO-NOT-USE,sign-unstable,false,flat_M1
CDC39,0.1243,1.0000,3.0000,0.3766,1.0000,false,0,1,1,2.00196,0.7002,DO-NOT-USE,non-periodic,false,flat_M1
CDC42,0.4458,1.0000,2.0000,0.2979,1.0000,false,0,1,1,3.11115,0.6821,DO-NOT-USE,non-periodic,false,flat_M1
CDC45,0.9925,0.5000,2.0000,-0.3625,1.0000,false,0,2,1,3.9165e-15,0.6318,USE,,true,none
CDC48,0.3841,0.5000,1.5000,-0.3578,1.0000,false,0,2,1,0.118405,0.4768,DO-NOT-USE,non-periodic,false,flat_M1
CDC5,0.9829,0.5000,1.5000,0.1827,1.0000,false,0,2,1,2.58282e-18,0.6331,USE,,true,none
CDC53,0.6335,1.0000,1.0000,-0.0811,1.0000,false,0,1,1,0.152299,0.5934,DO-NOT-USE,non-periodic,false,flat_M1
CDC6,0.9448,0.0000,2.3333,0.2613,0.0000,true,1,3,0,1.17474e-14,0.3968,DO-NOT-USE,sign-unstable,false,flat_M1
CDC60,0.1321,0.5000,2.0000,-0.1781,1.0000,false,0,2,1,0.134999,0.4598,DO-NOT-USE,non-periodic,false,flat_M1
CDC7,0.4983,1.0000,0.0000,-0.1792,1.0000,false,0,1,1,2.11436,0.4997,DO-NOT-USE,non-periodic,false,flat_M1
CDS1,0.1646,0.0000,2.0000,-0.1814,1.0000,false,0,2,0,2.80067,0.3663,DO-NOT-USE,non-periodic,false,flat_M1
CEM1,0.5759,0.5000,2.0000,-0.1176,1.0000,false,0,2,1,0.00103362,0.5485,USE,,true,none
CEX1,0.6969,1.0000,2.0000,-0.1130,1.0000,false,0,1,1,2.14215,0.6727,DO-NOT-USE,non-periodic,false,flat_M1
CFD1,0.7463,1.0000,1.0000,0.1063,1.0000,false,0,1,1,0.0105003,0.6372,USE,,true,none
CFT1,0.1344,0.5000,1.5000,0.0426,1.0000,false,0,2,1,4.28863,0.4354,DO-NOT-USE,non-periodic,false,flat_M1
CHA1,0.9117,0.5000,1.5000,0.0549,1.0000,false,0,2,1,7.23872e-11,0.5933,USE,,true,none
CHC1,0.2407,1.0000,1.0000,0.2957,1.0000,false,0,1,1,2.04513,0.5739,DO-NOT-USE,non-periodic,false,flat_M1
CHO1,0.4121,1.0000,3.0000,0.4732,1.0000,false,0,1,1,0.0100278,0.7771,USE,,true,none
CHO2,0.3117,0.0000,1.6667,-0.0320,1.0000,false,0,3,0,6.19612,0.3735,DO-NOT-USE,non-periodic,false,flat_M1
CHS1,0.9521,0.3333,1.0000,-0.0218,1.0000,false,0,3,1,3.2897e-13,0.5238,USE,,true,none
CHS2,0.9573,1.0000,3.0000,0.7805,1.0000,false,0,1,1,2.80271e-11,0.9476,USE,,true,none
CHS3,0.6723,1.0000,2.0000,0.5535,1.0000,false,0,1,1,7.03815e-05,0.7785,USE,,true,none
CHS5,0.6013,1.0000,1.0000,-0.0916,1.0000,false,0,1,1,1.09279e-05,0.5869,USE,,true,none
CHS7,0.0922,0.6667,1.3333,0.0449,1.0000,false,0,3,2,9.20041,0.4496,DO-NOT-USE,non-periodic,false,flat_M1
CIC1,0.7489,1.0000,2.0000,0.3360,1.0000,false,0,1,1,3.18991e-06,0.7503,USE,,true,none
CIK1,0.9280,0.0000,2.0000,0.0068,1.0000,false,0,2,0,3.39957e-10,0.5203,USE,,true,none
CIN1,0.1041,0.0000,1.6667,0.1016,1.0000,false,0,3,0,23.9959,0.3523,DO-NOT-USE,non-periodic,false,flat_M1
CIN2,0.9140,0.5000,1.5000,0.3569,1.0000,false,0,2,1,9.70434e-08,0.6542,USE,,true,none
CIN4,0.3399,1.0000,2.0000,0.0722,1.0000,false,0,1,1,0.0325018,0.6158,USE,,true,none
CIN5,0.8784,1.0000,1.0000,-0.0672,1.0000,false,0,1,1,6.2541e-09,0.6423,USE,,true,none
CIN8,0.9713,1.0000,2.0000,0.6897,1.0000,false,0,1,1,5.5036e-11,0.8655,USE,,true,none
CIS3,0.9369,0.0000,1.0000,0.3569,1.0000,false,0,4,0,2.22134e-13,0.5254,DO-NOT-USE,over-parameterized,false,flat_M1
CIT1,0.9278,0.0000,2.0000,-0.5592,1.0000,false,0,4,0,7.27664e-06,0.5189,DO-NOT-USE,over-parameterized,false,flat_M1
CIT2,0.9143,0.5000,2.0000,-0.3237,1.0000,false,0,2,1,2.04964e-06,0.6162,USE,,true,none
CKI1,0.6404,1.0000,2.0000,0.4157,1.0000,false,0,1,1,0.161568,0.7446,DO-NOT-USE,non-periodic,false,flat_M1
CKS1,0.4238,0.5000,1.5000,0.3695,1.0000,false,0,2,1,1.23194,0.5587,DO-NOT-USE,non-periodic,false,flat_M1
CLA4,0.8900,0.0000,0.5000,0.1351,0.0000,true,1,2,0,1.18763e-06,0.2384,DO-NOT-USE,sign-unstable,false,flat_M1
CLB1,0.9871,0.0000,1.2500,0.8891,1.0000,false,0,4,0,6.52394e-18,0.6586,DO-NOT-USE,over-parameterized,false,flat_M1
CLB3,0.8498,0.5000,1.0000,0.0137,1.0000,false,0,2,1,0.315887,0.5394,DO-NOT-USE,non-periodic,false,flat_M1
CLB5,0.9632,0.0000,2.6667,-0.3164,1.0000,false,0,3,0,6.35392e-13,0.5704,USE,,true,none
CLN1,0.9901,1.0000,2.0000,0.2884,1.0000,false,0,1,1,5.63377e-18,0.7890,USE,,true,none
CLN2,0.9961,0.0000,2.0000,0.3843,1.0000,false,0,2,0,2.2874e-18,0.6094,USE,,true,none
CLN3,0.9661,0.6667,2.0000,0.3930,0.5000,true,1,3,2,3.31284e-14,0.6385,USE,,true,none
CMD1,0.0590,0.5000,2.5000,-0.1348,1.0000,false,0,2,1,7.49191,0.4785,DO-NOT-USE,non-periodic,false,flat_M1
CMK2,0.8296,1.0000,2.0000,-0.3229,1.0000,false,0,1,1,0.000389055,0.6993,USE,,true,none
CMS1,0.9104,1.0000,2.0000,0.5025,1.0000,false,0,1,1,1.31549e-06,0.8159,USE,,true,none
COA4,0.4642,1.0000,0.0000,-0.1055,1.0000,false,0,1,1,0.0182526,0.4928,CAUTION,,false,damped
COG2,0.7364,1.0000,1.0000,-0.4285,1.0000,false,0,1,1,0.0129398,0.6139,USE,,true,none
COG3,0.4580,1.0000,1.0000,-0.4057,1.0000,false,0,1,1,0.271974,0.5583,DO-NOT-USE,non-periodic,false,flat_M1
COG7,0.3384,1.0000,2.0000,0.2597,1.0000,false,0,1,1,0.545561,0.6530,DO-NOT-USE,non-periodic,false,flat_M1
COQ2,0.6519,1.0000,2.0000,0.1548,1.0000,false,0,1,1,0.00164596,0.6947,USE,,true,none
COQ6,0.5594,1.0000,3.0000,-0.5158,1.0000,false,0,1,1,2.68033,0.7119,DO-NOT-USE,non-periodic,false,flat_M1
COR1,0.1025,0.5000,1.5000,-0.2063,1.0000,false,0,2,1,3.54377,0.4205,DO-NOT-USE,non-periodic,false,flat_M1
COS12,0.4251,0.0000,1.0000,-0.0120,1.0000,false,0,2,0,0.00189071,0.3517,CAUTION,,false,damped
COS6,0.6655,0.3333,1.6667,-0.4119,1.0000,false,0,3,1,0.827512,0.5109,DO-NOT-USE,non-periodic,false,flat_M1
COS8,0.9187,0.0000,1.5000,-0.0807,1.0000,false,0,2,0,0.00510499,0.4837,CAUTION,,false,damped
COT1,0.5082,1.0000,1.0000,-0.3680,1.0000,false,0,1,1,0.014631,0.5683,USE,,true,none
COX11,0.8310,0.0000,1.5000,0.3785,1.0000,false,0,2,0,0.000195322,0.5419,USE,,true,none
COX12,0.3802,1.0000,2.0000,0.2463,1.0000,false,0,1,1,0.0151073,0.6586,USE,,true,none
COX13,0.5728,1.0000,1.0000,-0.2302,1.0000,false,0,1,1,0.00108423,0.5812,USE,,true,none
COX14,0.4211,1.0000,2.0000,-0.0440,1.0000,false,0,1,1,0.111851,0.6176,DO-NOT-USE,non-periodic,false,flat_M1
COX15,0.2467,1.0000,2.0000,-0.1583,1.0000,false,0,1,1,1.28834,0.5827,DO-NOT-USE,non-periodic,false,flat_M1
COX16,0.0318,1.0000,2.0000,0.2921,1.0000,false,0,1,1,853.007,0.5981,DO-NOT-USE,non-periodic,false,flat_M1
COX17,0.7579,1.0000,2.0000,-0.0942,1.0000,false,0,1,1,1.94145e-05,0.6849,USE,,true,none
COX20,0.0683,0.5000,1.0000,-0.1976,1.0000,false,0,2,1,2.28898,0.3803,DO-NOT-USE,non-periodic,false,flat_M1
COX4,0.5550,1.0000,1.0000,-0.2474,1.0000,false,0,1,1,0.0266769,0.5777,USE,,true,none
COX6,0.7166,0.3333,3.0000,0.0593,1.0000,false,0,3,1,0.031892,0.6218,USE,,true,none
COX7,0.6782,1.0000,2.0000,0.4680,1.0000,false,0,1,1,0.233736,0.7626,DO-NOT-USE,non-periodic,false,flat_M1
COX8,0.2601,1.0000,2.0000,0.1512,1.0000,false,0,1,1,0.310106,0.6156,DO-NOT-USE,non-periodic,false,flat_M1
COX9,0.2553,1.0000,2.0000,-0.0661,1.0000,false,0,1,1,0.20961,0.5844,DO-NOT-USE,non-periodic,false,flat_M1
COY1,0.4779,1.0000,1.0000,-0.1159,1.0000,false,0,1,1,0.0242649,0.5622,USE,,true,none
CPA1,0.5037,1.0000,2.0000,0.1304,1.0000,false,0,1,1,2.54054e-05,0.6602,USE,,true,none
CPA2,0.8341,1.0000,3.0000,0.1479,1.0000,false,0,1,1,1.83308e-05,0.7964,USE,,true,none
CPR1,0.2169,0.0000,1.0000,-0.2715,1.0000,false,0,2,0,0.001517,0.3100,CAUTION,,false,damped
CPR4,0.8926,1.0000,2.0000,-0.3068,1.0000,false,0,1,1,3.63738e-08,0.7119,USE,,true,none
CPR5,0.0279,1.0000,1.0000,-0.5433,1.0000,false,0,1,1,4.1147,0.4722,DO-NOT-USE,non-periodic,false,flat_M1
CPR6,0.7316,1.0000,3.0000,-0.1083,1.0000,false,0,1,1,9.0253e-05,0.7463,USE,,true,none
CPR8,0.9057,1.0000,1.0000,0.2808,1.0000,false,0,2,2,2.70578e-05,0.7040,USE,,true,none
CPS1,0.7988,1.0000,2.0000,-0.0830,1.0000,false,0,1,1,0.000495456,0.6931,USE,,true,none
CRH1,0.9912,0.0000,1.0000,0.5574,1.0000,false,0,3,0,1.15107e-17,0.5764,USE,,true,none
CRM1,0.0978,0.5000,1.0000,-0.0731,1.0000,false,0,2,1,2.96564,0.3862,DO-NOT-USE,non-periodic,false,flat_M1
CRR1,0.4794,0.5000,1.0000,-0.0047,1.0000,false,0,2,1,0.17833,0.4625,DO-NOT-USE,non-periodic,false,flat_M1
CRZ1,0.6264,0.5000,0.0000,-0.1131,1.0000,false,0,2,1,0.00131125,0.4253,CAUTION,,false,damped
CSG2,0.1062,0.5000,2.0000,0.0727,1.0000,false,0,2,1,2.90982,0.4691,DO-NOT-USE,non-periodic,false,flat_M1
CSH1,0.9453,0.0000,1.0000,-0.2608,1.0000,false,0,1,0,9.49366e-07,0.4557,CAUTION,,false,damped
CSI2,0.9976,0.3333,0.6667,-0.1999,1.0000,false,0,3,1,4.04138e-19,0.5106,USE,,true,none
CSL4,0.6171,1.0000,2.0000,0.1650,1.0000,false,0,1,1,0.013262,0.6898,USE,,true,none
CSM1,0.9228,1.0000,2.0000,0.1004,1.0000,false,0,1,1,5.8007e-09,0.7380,USE,,true,none
CSN9,0.9185,0.0000,1.5000,0.3527,1.0000,false,0,2,0,0.00138545,0.5542,USE,,true,none
CSR1,0.9365,0.5000,1.0000,0.3868,1.0000,false,0,2,1,4.93363e-05,0.6313,USE,,true,none
CST6,0.5535,1.0000,3.0000,-0.2077,1.0000,false,0,1,1,15.2065,0.7107,DO-NOT-USE,non-periodic,false,flat_M1
CTF4,0.9764,1.0000,1.0000,0.4364,1.0000,false,0,1,1,1.03964e-11,0.7492,USE,,true,none
CTH1,0.4277,1.0000,1.0000,-0.3294,1.0000,false,0,1,1,0.00085398,0.5522,USE,,true,none
CTK2,0.7342,1.0000,2.0000,0.3169,1.0000,false,0,1,1,0.112425,0.7436,DO-NOT-USE,non-periodic,false,flat_M1
CTR1,0.7970,0.5000,1.5000,-0.4294,1.0000,false,0,2,1,3.18864e-08,0.5594,USE,,true,none
CTR2,0.8209,1.0000,1.0000,0.2137,1.0000,false,0,1,1,0.00811091,0.6736,USE,,true,none
CTS1,0.9337,0.0000,3.0000,0.7414,0.0000,true,1,4,0,2.42001e-12,0.5350,DO-NOT-USE,sign-unstable;over-parameterized,false,flat_M1
CUE1,0.1058,1.0000,3.0000,0.1115,1.0000,false,0,1,1,4.07789,0.6435,DO-NOT-USE,non-periodic,false,flat_M1
CUE2,0.6109,0.0000,1.0000,0.1743,1.0000,false,0,2,0,4.10874e-05,0.4237,CAUTION,,false,damped
CUE4,0.7922,0.0000,1.6667,-0.1963,1.0000,false,0,3,0,0.00222581,0.4696,CAUTION,,false,damped
CUR1,0.8107,1.0000,1.0000,-0.0982,1.0000,false,0,1,1,3.95627e-06,0.6288,USE,,true,none
CUS1,0.2069,0.0000,0.5000,0.1967,1.0000,false,0,2,0,3.46368,0.3141,DO-NOT-USE,non-periodic,false,flat_M1
CWC2,0.5221,1.0000,0.0000,0.3496,1.0000,false,0,1,1,0.00133628,0.5743,USE,,true,none
CWH41,0.9666,1.0000,1.0000,0.3494,1.0000,false,0,1,1,3.43793e-08,0.7299,USE,,true,none
CWH43,0.4248,1.0000,2.0000,-0.0167,1.0000,false,0,1,1,48.6887,0.6183,DO-NOT-USE,non-periodic,false,flat_M1
CWP1,0.9723,0.2500,2.0000,0.1531,1.0000,false,0,4,1,3.23611e-19,0.6084,USE,,true,none
CWP2,0.7802,0.1429,2.0000,0.4069,1.0000,false,0,7,1,1.13999e-05,0.5993,USE,,true,none
CYB2,0.4131,0.0000,0.0000,-0.2375,1.0000,false,0,1,0,0.0112167,0.2826,DO-NOT-USE,low-overall-score,false,flat_M1
CYB5,0.9061,1.0000,2.0000,-0.0115,1.0000,false,0,1,1,5.30539e-07,0.7146,USE,,true,none
CYC1,0.7378,0.0000,1.5000,0.1281,1.0000,false,0,2,0,0.000415815,0.4732,CAUTION,,false,damped
CYC3,0.9211,0.5000,1.5000,-0.1016,1.0000,false,0,2,1,3.48728e-07,0.5842,USE,,true,none
CYC7,0.7414,0.3333,2.3333,0.4582,1.0000,false,0,3,1,0.000575248,0.6621,USE,,true,none
CYK3,0.9371,1.0000,1.0000,0.9014,1.0000,false,0,1,1,1.37961e-11,0.8344,USE,,true,none
CYM1,0.4981,1.0000,1.0000,0.2401,1.0000,false,0,1,1,0.000355083,0.6143,USE,,true,none
CYR1,0.2079,1.0000,1.0000,-0.4195,1.0000,false,0,1,1,5.36006,0.5082,DO-NOT-USE,non-periodic,false,flat_M1
CYS3,0.2974,0.5000,1.0000,-0.2490,1.0000,false,0,2,1,0.0916526,0.4261,DO-NOT-USE,non-periodic,false,flat_M1
CYS4,0.2369,1.0000,1.0000,-0.2174,1.0000,false,0,1,1,0.1407,0.5140,DO-NOT-USE,non-periodic,false,flat_M1
CYT1,0.5372,0.0000,2.0000,-0.3079,1.0000,false,0,3,0,0.00159402,0.4408,CAUTION,,false,damped
CYT2,0.3516,1.0000,2.0000,0.3665,1.0000,false,0,1,1,0.00198234,0.6770,USE,,true,none
DAK1,0.1967,1.0000,2.0000,0.2196,1.0000,false,0,1,1,2.2992,0.6166,DO-NOT-USE,non-periodic,false,flat_M1
DAL2,0.2332,0.0000,1.0000,-0.0816,1.0000,false,0,2,0,0.0481488,0.3133,CAUTION,,false,damped
DAL4,0.2465,0.3333,1.0000,-0.3828,1.0000,false,0,3,1,0.00153735,0.3826,CAUTION,,false,damped
DAL7,0.3397,0.0000,1.7500,-0.2714,1.0000,false,0,4,0,0.0452552,0.3846,DO-NOT-USE,over-parameterized,false,flat_M1
DAL81,0.8532,1.0000,1.0000,0.6621,1.0000,false,0,1,1,0.000180498,0.7697,USE,,true,none
DAP1,0.2752,0.5000,1.5000,-0.3604,1.0000,false,0,2,1,1.04694,0.4550,DO-NOT-USE,non-periodic,false,flat_M1
DAP2,0.1372,1.0000,2.0000,-0.1215,1.0000,false,0,1,1,214.342,0.5608,DO-NOT-USE,non-periodic,false,flat_M1
DAS1,0.0531,1.0000,0.0000,0.0825,1.0000,false,0,1,1,122.9,0.4271,DO-NOT-USE,non-periodic,false,flat_M1
DAS2,0.8488,1.0000,2.0000,0.3160,1.0000,false,0,1,1,4.12668e-06,0.7663,USE,,true,none
DBF2,0.9835,1.0000,2.0000,-0.0879,1.0000,false,0,1,1,2.28822e-13,0.7300,USE,,true,none
DBF20,0.8323,1.0000,2.0000,0.2265,1.0000,false,0,1,1,5.12139e-05,0.7451,USE,,true,none
DBP2,0.8845,1.0000,0.0000,0.5744,1.0000,false,0,1,1,6.07895e-08,0.6918,USE,,true,none
DBP7,0.6956,1.0000,1.0000,-0.0440,1.0000,false,0,1,1,0.0117852,0.6058,USE,,true,none
DBP8,0.8602,0.5000,1.0000,0.0717,1.0000,false,0,2,1,0.00302661,0.5530,USE,,true,none
DBP9,0.8001,0.5000,0.0000,0.6135,1.0000,false,0,2,1,2.03264e-08,0.5827,USE,,true,none
DCG1,0.1599,1.0000,2.0000,-0.2009,1.0000,false,0,1,1,2.37236,0.5653,DO-NOT-USE,non-periodic,false,flat_M1
DCS1,0.8708,1.0000,1.0000,-0.4393,1.0000,false,0,1,1,0.000818518,0.6408,USE,,true,none
DCS2,0.7054,0.3333,1.3333,-0.1209,1.0000,false,0,3,1,0.793216,0.4966,DO-NOT-USE,non-periodic,false,flat_M1
DCW1,0.7111,1.0000,1.0000,-0.3458,1.0000,false,0,1,1,0.581192,0.6089,DO-NOT-USE,non-periodic,false,flat_M1
DDI1,0.6246,0.5000,1.0000,0.3289,1.0000,false,0,2,1,0.0049981,0.5574,USE,,true,none
DDR2,0.4095,0.0000,1.6667,0.1629,0.0000,true,1,3,0,0.93552,0.2256,DO-NOT-USE,non-periodic;sign-unstable,false,flat_M1
DDR48,0.7090,0.0000,1.6667,0.0635,1.0000,false,0,3,0,1.0584e-07,0.4656,CAUTION,,false,damped
DED81,0.1817,1.0000,2.0000,0.1452,1.0000,false,0,1,1,12.2515,0.5987,DO-NOT-USE,non-periodic,false,flat_M1
DEF1,0.0288,1.0000,3.0000,0.1693,1.0000,false,0,1,1,6.6779,0.6396,DO-NOT-USE,non-periodic,false,flat_M1
DFG10,0.7085,1.0000,1.0000,-0.3107,1.0000,false,0,1,1,0.746228,0.6084,DO-NOT-USE,non-periodic,false,flat_M1
DFM1,0.1150,0.5000,1.5000,-0.0528,1.0000,false,0,2,1,12.1784,0.4230,DO-NOT-USE,non-periodic,false,flat_M1
DFR1,0.2291,1.0000,1.0000,0.5950,1.0000,false,0,1,1,3.88059,0.6315,DO-NOT-USE,non-periodic,false,flat_M1
DHR2,0.9092,1.0000,1.0000,0.6315,1.0000,false,0,1,1,2.26514e-07,0.7748,USE,,true,none
DIA1,0.7557,0.0000,1.0000,-0.4874,1.0000,false,0,2,0,1.28933e-05,0.4178,CAUTION,,false,damped
DIC1,0.7564,1.0000,0.0000,0.1560,1.0000,false,0,1,1,0.00799355,0.5825,USE,,true,none
DIF1,0.9417,0.0000,1.0000,0.2741,1.0000,false,0,2,0,4.14184e-08,0.5098,USE,,true,none
DIG1,0.6725,0.0000,1.3333,-0.2722,1.0000,false,0,3,0,0.00630995,0.4234,CAUTION,,false,damped
DIN7,0.4193,0.5000,2.0000,-0.0708,1.0000,false,0,2,1,0.00139192,0.5172,USE,,true,none
DIP5,0.8672,0.0000,1.2000,-0.2730,1.0000,false,0,5,0,8.06398e-05,0.4534,DO-NOT-USE,over-parameterized,false,flat_M1
DIS3,0.7189,1.0000,2.0000,0.2599,1.0000,false,0,1,1,0.0103991,0.7291,USE,,true,none
DJP1,0.2452,1.0000,1.0000,-0.1429,1.0000,false,0,1,1,0.294313,0.5157,DO-NOT-USE,non-periodic,false,flat_M1
DLD1,0.3668,0.6667,1.3333,0.2246,1.0000,false,0,3,2,4.08699,0.5405,DO-NOT-USE,non-periodic,false,flat_M1
DLD2,0.5405,1.0000,1.0000,-0.2017,1.0000,false,0,1,1,0.0435979,0.5748,USE,,true,none
DLD3,0.8724,0.5000,1.0000,-0.2504,1.0000,false,0,2,1,2.00376e-05,0.5411,USE,,true,none
DNM1,0.4119,0.5000,1.0000,0.1327,1.0000,false,0,2,1,0.0132281,0.4756,CAUTION,,false,damped
DOA4,0.1335,1.0000,1.0000,0.1612,1.0000,false,0,1,1,0.660343,0.5256,DO-NOT-USE,non-periodic,false,flat_M1
