substrate,cyclebase_rank,periodicity_pvalue,peaktime_pct,q_x,q_rank,q_sigmoid,q_pcomplement,multiplier_amplitude
AAC1,2757,0.122842,50.0,0.5509,0.5509,0.4514,0.8772,0.88
AAD10,615,2.29642e-08,13.0,0.9,0.9,0.9596,1.0,0.8147
AAD16,4385,3.79251,10.0,0.2856,0.2856,0.2809,0,0.5125
AAD4,2518,4.2445e-05,18.0,0.5899,0.5899,0.8228,1.0,0.5125
AAT2,4119,0.136294,68.0,0.329,0.329,0.4458,0.8637,0.6075
ABF2,954,3.01719e-09,71.0,0.8447,0.8447,0.9737,1.0,0.9991
ABP1,5786,16.9526,4.0,0.0574,0.0574,0.2201,0,0.6698
ABP140,849,0.000571637,54.0,0.8618,0.8618,0.7253,0.9994,3.4735
ACB1,4396,0.47516,29.0,0.2839,0.2839,0.3801,0.5248,0.6403
ACC1,1426,0.00241136,19.0,0.7678,0.7678,0.6589,0.9976,0.6895
ACE2,186,7.75293e-15,65.0,0.9699,0.9699,0.9983,1.0,0.7111
ACH1,5547,3.43726,87.0,0.0963,0.0963,0.2852,0,0.6119
ACM1,64,8.91844e-19,16.0,0.9897,0.9897,0.9998,1.0,1.1477
ACO1,715,1.343e-05,8.0,0.8837,0.8837,0.8564,1.0,0.5299
ACO2,1036,2.50619e-05,69.0,0.8314,0.8314,0.8389,1.0,0.3952
ACP1,4674,0.00532963,70.0,0.2386,0.2386,0.6192,0.9947,0.7219
ACS1,2239,0.000337017,6.0,0.6353,0.6353,0.7476,0.9997,0.5691
ACS2,2329,0.230787,28.0,0.6207,0.6207,0.4177,0.7692,1.1686
ACT1,4775,0.524633,74.0,0.2221,0.2221,0.3751,0.4754,1.2368
ADA2,1762,0.0408991,43.0,0.7131,0.7131,0.5109,0.9591,0.6136
ADD37,2249,0.00939675,43.0,0.6337,0.6337,0.5898,0.9906,1.0793
ADD66,3703,0.0035745,83.0,0.3968,0.3968,0.6394,0.9964,0.3952
ADE1,1930,0.113671,72.0,0.6857,0.6857,0.4555,0.8863,1.1103
ADE13,2945,1.40235,22.0,0.5203,0.5203,0.3265,0,1.1972
ADE16,3684,5.55132,83.0,0.3999,0.3999,0.2645,0,0.5007
ADE17,1676,0.0125482,20.0,0.7271,0.7271,0.5745,0.9875,0.5083
ADE2,1657,0.000171899,95.0,0.7302,0.7302,0.7741,0.9998,0.5675
ADE3,3411,0.0594841,33.0,0.4444,0.4444,0.4906,0.9405,1.0125
ADE4,2398,0.0572349,56.0,0.6094,0.6094,0.4927,0.9428,0.7446
ADE5_7,4519,11.2629,54.0,0.2638,0.2638,0.2357,0,0.5975
ADE6,2981,0.0258422,81.0,0.5144,0.5144,0.5358,0.9742,1.1972
ADE8,1371,0.00794809,73.0,0.7768,0.7768,0.5985,0.9921,0.6144
ADH1,4706,0.647374,88.0,0.2333,0.2333,0.3645,0.3526,0.5426
ADH3,2773,1.7304,8.0,0.5483,0.5483,0.3166,0,0.565
ADH4,3720,56.7017,57.0,0.394,0.394,0.1784,0,0.8544
ADH5,1860,0.00160275,28.0,0.6971,0.6971,0.6785,0.9984,2.0567
ADH6,2755,0.0282745,8.0,0.5512,0.5512,0.5309,0.9717,0.5125
ADI1,722,8.23593e-08,73.0,0.8825,0.8825,0.9474,1.0,0.8314
ADR1,3778,76.7381,70.0,0.3846,0.3846,0.169,0,0.5856
ADY3,3381,0.0212756,0.0,0.4492,0.4492,0.5463,0.9787,0.8651
ADY4,2928,5.7878,64.0,0.5231,0.5231,0.2627,0,0.81
AEP3,3256,0.000296588,85.0,0.4696,0.4696,0.7528,0.9997,0.9286
AFG1,4745,8.95482,79.0,0.227,0.227,0.2448,0,0.5125
AFG2,1579,0.0120941,72.0,0.7429,0.7429,0.5764,0.9879,0.8866
AFG3,4667,6.65017,17.0,0.2397,0.2397,0.2569,0,1.2714
AFR1,574,0.000195027,96.0,0.9066,0.9066,0.7693,0.9998,0.9104
AFT1,6083,124.499,66.0,0.009,0.009,0.1547,0,0.9192
AFT2,3192,7.5204e-05,76.0,0.48,0.48,0.804,0.9999,0.5125
AGA1,588,1.0654e-12,99.0,0.9044,0.9044,0.9952,1.0,0.5636
AGA2,584,6.15197e-12,96.0,0.905,0.905,0.993,1.0,0.8222
AGP1,1690,0.00378842,59.0,0.7248,0.7248,0.6365,0.9962,0.5669
AHA1,2020,0.00135726,83.0,0.671,0.671,0.6864,0.9986,0.4605
AHC1,453,2.03962e-05,71.0,0.9263,0.9263,0.8448,1.0,0.9443
AHC2,700,6.35912e-05,79.0,0.8861,0.8861,0.8097,0.9999,0.795
AHP1,1545,7.31286e-07,14.0,0.7484,0.7484,0.9181,1.0,0.5819
AIF1,1595,1.04295e-08,87.0,0.7403,0.7403,0.9658,1.0,0.5125
AIM10,4798,0.507256,80.0,0.2183,0.2183,0.3768,0.4927,1.0793
AIM11,2271,0.0526045,17.0,0.6301,0.6301,0.4972,0.9474,1.2109
AIM13,2474,1.35622,79.0,0.597,0.597,0.3281,0,0.8651
AIM17,488,9.33755e-05,99.0,0.9206,0.9206,0.7965,0.9999,0.5745
AIM18,6130,445.052,88.0,0.0013,0.0013,0.1219,0,1.0793
AIM19,5892,319.384,75.0,0.0401,0.0401,0.1298,0,1.4361
AIM2,2413,0.207647,10.0,0.607,0.607,0.4233,0.7924,1.2714
AIM20,161,3.88127e-17,63.0,0.9739,0.9739,0.9995,1.0,4.267
AIM21,4181,42.8768,13.0,0.3189,0.3189,0.1875,0,1.6133
AIM22,3363,0.00141613,78.0,0.4522,0.4522,0.6844,0.9986,1.0793
AIM29,3939,0.0772632,89.0,0.3583,0.3583,0.4764,0.9227,0.5113
AIM37,1823,0.000546532,78.0,0.7031,0.7031,0.7272,0.9995,1.2714
AIM44,254,1.76377e-16,98.0,0.9588,0.9588,0.9993,1.0,1.1481
AIM46,3769,31.4731,67.0,0.386,0.386,0.1979,0,1.2773
AIM7,5596,1.34262,7.0,0.0883,0.0883,0.3286,0,1.0396
AIM9,3589,0.94679,98.0,0.4153,0.4153,0.3456,0.0532,1.1481
AIP1,1609,0.117884,97.0,0.738,0.738,0.4536,0.8821,1.0096
AIR1,3075,7.02029e-06,83.0,0.4991,0.4991,0.8728,1.0,1.0793
AKR1,5213,5.77059,68.0,0.1507,0.1507,0.2629,0,0.5675
ALD2,4709,0.687125,16.0,0.2328,0.2328,0.3615,0.3129,1.0793
ALD3,2868,0.00315637,10.0,0.5328,0.5328,0.6456,0.9968,0.8661
ALD4,657,3.46021e-06,3.0,0.8931,0.8931,0.8889,1.0,0.937
ALD5,3975,11.2837,47.0,0.3525,0.3525,0.2356,0,0.8171
ALD6,132,1.19452e-16,88.0,0.9787,0.9787,0.9993,1.0,0.4854
ALF1,3741,0.0033881,85.0,0.3906,0.3906,0.6421,0.9966,0.7242
ALG13,3022,1.47161,91.0,0.5077,0.5077,0.3242,0,0.6439
ALG14,57,1.67669e-16,20.0,0.9909,0.9909,0.9993,1.0,1.326
ALG3,1194,0.0214143,51.0,0.8056,0.8056,0.5459,0.9786,1.0096
ALG5,484,0.000583089,46.0,0.9213,0.9213,0.7244,0.9994,1.0096
ALO1,4611,5.46356,95.0,0.2488,0.2488,0.2652,0,1.2109
ALR2,906,1.24561e-07,86.0,0.8525,0.8525,0.9428,1.0,1.0793
ALT1,5372,13.0537,20.0,0.1248,0.1248,0.23,0,2.1657
ALT2,3863,11.3745,30.0,0.3707,0.3707,0.2353,0,0.8564
ALY2,345,1.66604e-06,89.0,0.9439,0.9439,0.9037,1.0,2.1175
AMN1,271,8.85177e-16,3.0,0.956,0.956,0.999,1.0,1.1481
ANB1,2434,0.0109342,55.0,0.6036,0.6036,0.5818,0.9891,0.6453
ANP1,658,4.42736e-06,50.0,0.8929,0.8929,0.8835,1.0,0.9292
ANT1,1721,0.115098,64.0,0.7197,0.7197,0.4549,0.8849,0.9292
APA1,5207,12.0119,26.0,0.1517,0.1517,0.2332,0,0.9286
APA2,2822,6.67971,85.0,0.5403,0.5403,0.2568,0,1.0793
APC2,5111,1.84303,77.0,0.1673,0.1673,0.3136,0,1.1972
APD1,3946,0.236999,97.0,0.3572,0.3572,0.4163,0.763,1.2109
APE2,5777,4.90319,61.0,0.0588,0.0588,0.2698,0,0.6584
APJ1,705,4.37867e-08,16.0,0.8853,0.8853,0.9539,1.0,1.2109
APL2,2825,0.0162008,81.0,0.5398,0.5398,0.5609,0.9838,0.9292
APL3,3473,0.00443025,36.0,0.4343,0.4343,0.6286,0.9956,0.8277
APL4,2717,0.102596,24.0,0.5574,0.5574,0.4611,0.8974,1.0438
APL5,3349,0.184636,90.0,0.4545,0.4545,0.4296,0.8154,0.5675
APP1,6115,248.053,42.0,0.0037,0.0037,0.1361,0,1.4361
APT2,5758,25.2419,14.0,0.0619,0.0619,0.2056,0,0.8315
AQR1,1158,8.58979e-05,50.0,0.8115,0.8115,0.7994,0.9999,1.1208
ARB1,4945,0.119405,92.0,0.1944,0.1944,0.4529,0.8806,0.9286
ARC19,5442,13.179,35.0,0.1134,0.1134,0.2296,0,1.0656
ARD1,5906,3.37662,28.0,0.0378,0.0378,0.286,0,1.2714
ARE2,3382,8.00024,67.0,0.4491,0.4491,0.2494,0,0.9511
ARF1,2863,0.0911573,55.0,0.5336,0.5336,0.4674,0.9088,1.0096
ARF2,3162,0.035245,68.0,0.4849,0.4849,0.519,0.9648,1.2109
ARF3,2038,0.0237572,77.0,0.6681,0.6681,0.5403,0.9762,1.0863
ARG1,963,1.93084e-08,28.0,0.8432,0.8432,0.9611,1.0,0.5303
ARG2,4317,0.0523528,76.0,0.2967,0.2967,0.4975,0.9476,0.3952
ARG3,2023,0.000452262,18.0,0.6705,0.6705,0.7353,0.9995,0.3661
ARG4,882,6.94687e-07,14.0,0.8564,0.8564,0.919,1.0,0.3952
ARG5_6,3425,0.089896,37.0,0.4421,0.4421,0.4682,0.9101,0.609
ARG7,4601,0.295624,57.0,0.2504,0.2504,0.4047,0.7044,0.3952
ARG8,4839,0.586238,95.0,0.2117,0.2117,0.3695,0.4138,0.3952
ARI1,2042,0.00459889,5.0,0.6674,0.6674,0.6267,0.9954,1.3353
ARN1,1319,2.11456e-05,78.0,0.7852,0.7852,0.8438,1.0,0.5675
ARN2,4968,0.398121,60.0,0.1906,0.1906,0.3892,0.6019,0.5675
ARO1,5441,278.117,93.0,0.1136,0.1136,0.1332,0,0.5741
ARO2,5409,20.0857,39.0,0.1188,0.1188,0.2138,0,0.3952
ARO3,2066,0.00256157,77.0,0.6635,0.6635,0.6559,0.9974,0.3952
ARO4,5886,17.1773,82.0,0.0411,0.0411,0.2196,0,0.7762
ARO7,3825,0.875665,3.0,0.3769,0.3769,0.3494,0.1243,0.8674
ARO8,5322,76.1987,92.0,0.133,0.133,0.1692,0,0.3952
ART10,2901,0.118222,82.0,0.5275,0.5275,0.4534,0.8818,1.0793
ASC1,4272,0.0699937,3.0,0.3041,0.3041,0.4817,0.93,0.9132
ASE1,111,1.0487e-12,70.0,0.9821,0.9821,0.9952,1.0,0.8287
ASF1,54,3.77171e-16,16.0,0.9914,0.9914,0.9991,1.0,0.8665
ASF2,224,2.32575e-11,23.0,0.9637,0.9637,0.9907,1.0,0.3952
ASG7,1492,0.000114555,92.0,0.757,0.757,0.7892,0.9999,1.0793
ASH1,104,3.89593e-18,96.0,0.9832,0.9832,0.9997,1.0,0.954
ASK1,429,5.35317e-09,47.0,0.9303,0.9303,0.9703,1.0,0.7999
ASK10,5117,6.91857,17.0,0.1664,0.1664,0.2553,0,1.0096
ASM4,2793,0.000172309,75.0,0.5451,0.5451,0.7741,0.9998,1.0793
ASN1,6006,188.431,55.0,0.0215,0.0215,0.1433,0,0.3952
ASN2,5132,175.342,48.0,0.1639,0.1639,0.1452,0,0.3952
ASP1,4842,1.64582,37.0,0.2112,0.2112,0.3189,0,0.9292
ATC1,2484,2.85195e-05,76.0,0.5954,0.5954,0.8351,1.0,1.08
ATF1,1589,0.809521,45.0,0.7412,0.7412,0.3533,0.1905,0.743
ATF2,389,3.48125e-13,76.0,0.9368,0.9368,0.9962,1.0,0.7861
ATG11,4765,0.0600962,14.0,0.2237,0.2237,0.49,0.9399,0.8001
ATG13,2376,8.73345,16.0,0.613,0.613,0.2458,0,0.3952
ATG19,4697,0.457616,26.0,0.2348,0.2348,0.3821,0.5424,0.5063
ATG22,1204,0.00162714,75.0,0.804,0.804,0.6778,0.9984,0.8651
ATG26,688,3.45066e-05,71.0,0.8881,0.8881,0.8293,1.0,1.0096
ATG33,3532,0.0350623,15.0,0.4246,0.4246,0.5193,0.9649,0.3952
ATG34,959,9.71432e-06,9.0,0.8439,0.8439,0.8648,1.0,1.0793
ATG8,3668,0.72241,78.0,0.4025,0.4025,0.359,0.2776,1.0438
ATH1,5025,11.4777,93.0,0.1814,0.1814,0.235,0,0.9951
ATM1,3350,24.4289,43.0,0.4543,0.4543,0.2068,0,1.4361
ATO3,2672,0.00965601,49.0,0.5648,0.5648,0.5883,0.9903,0.8845
ATP1,5443,2.49417,67.0,0.1132,0.1132,0.2996,0,0.9496
ATP14,2988,3.9484e-05,80.0,0.5133,0.5133,0.8251,1.0,1.1037
ATP15,2203,0.877281,79.0,0.6412,0.6412,0.3493,0.1227,0.9496
ATP16,5391,3.9456,57.0,0.1217,0.1217,0.2792,0,1.2897
ATP17,3818,0.0739241,90.0,0.378,0.378,0.4788,0.9261,1.3127
ATP18,,,,,,,,1.3393
ATP2,2749,2.56947,29.0,0.5522,0.5522,0.2983,0,0.893
ATP20,2730,0.230856,72.0,0.5553,0.5553,0.4177,0.7691,0.9496
ATP25,3536,0.00053519,86.0,0.424,0.424,0.7281,0.9995,0.9612
ATP3,4801,0.259164,62.0,0.2179,0.2179,0.4116,0.7408,1.6712
ATP7,1682,4.04137e-06,76.0,0.7261,0.7261,0.8856,1.0,0.496
ATR1,2903,2.66763,69.0,0.5271,0.5271,0.2966,0,1.0415
ATX1,2058,1.51496,86.0,0.6648,0.6648,0.3228,0,0.7548
AUS1,4121,0.00479701,97.0,0.3287,0.3287,0.6246,0.9952,0.7051
AVL9,1449,0.000276741,64.0,0.7641,0.7641,0.7556,0.9997,0.7738
AVT1,879,8.50896e-06,45.0,0.8569,0.8569,0.8681,1.0,2.1657
AVT4,4182,0.292189,74.0,0.3187,0.3187,0.4053,0.7078,1.0096
AVT6,5156,16.7082,36.0,0.16,0.16,0.2206,0,0.6636
AVT7,4961,16.5244,43.0,0.1918,0.1918,0.221,0,0.8651
AXL2,34,3.32571e-18,23.0,0.9946,0.9946,0.9997,1.0,1.3779
BAP2,2483,0.000685683,63.0,0.5956,0.5956,0.7174,0.9993,0.9005
BAP3,3530,0.162623,52.0,0.425,0.425,0.4363,0.8374,0.5619
BAR1,1160,0.00296389,97.0,0.8111,0.8111,0.6488,0.997,0.7739
BAT1,4398,0.0183563,54.0,0.2835,0.2835,0.5542,0.9816,1.7933
BAT2,985,1.89428e-06,12.0,0.8397,0.8397,0.9012,1.0,0.801
BBC1,5218,0.0373876,8.0,0.1499,0.1499,0.5158,0.9626,1.0096
BBP1,439,5.51164e-07,23.0,0.9286,0.9286,0.9226,1.0,1.0793
BCH2,5804,4.70588,77.0,0.0544,0.0544,0.2715,0,1.0793
BCP1,990,3.7539e-05,69.0,0.8388,0.8388,0.8267,1.0,0.5125
BCY1,1452,0.016531,0.0,0.7636,0.7636,0.5598,0.9835,0.7954
BDF1,3735,0.473167,55.0,0.3916,0.3916,0.3804,0.5268,2.1657
BDF2,1367,0.001386,49.0,0.7774,0.7774,0.6854,0.9986,0.9292
BDH1,2738,0.0643206,0.0,0.554,0.554,0.4863,0.9357,0.6751
BDH2,2807,0.0323122,99.0,0.5428,0.5428,0.5237,0.9677,0.5836
BDS1,4208,0.0314371,16.0,0.3145,0.3145,0.5252,0.9686,0.913
BEM2,3922,4.7884,3.0,0.3611,0.3611,0.2708,0,0.8181
BEM4,5539,0.165719,82.0,0.0976,0.0976,0.4353,0.8343,2.1657
BER1,3383,0.00387455,79.0,0.4489,0.4489,0.6354,0.9961,0.9537
BIO2,466,2.23555e-05,21.0,0.9242,0.9242,0.8422,1.0,1.2714
BIR1,3415,0.00088338,70.0,0.4437,0.4437,0.7061,0.9991,0.9292
BLI1,2898,0.00344201,71.0,0.5279,0.5279,0.6413,0.9966,1.0423
BMH1,6060,13.0411,72.0,0.0127,0.0127,0.23,0,1.0567
BMH2,6096,20.8002,59.0,0.0068,0.0068,0.2126,0,1.0096
BNA1,1279,5.44616e-07,14.0,0.7918,0.7918,0.9228,1.0,1.2244
BNA2,3092,1.73197,17.0,0.4963,0.4963,0.3165,0,0.8111
BNA3,1866,0.00873716,45.0,0.6961,0.6961,0.5936,0.9913,0.6063
BNA4,1300,0.000658304,68.0,0.7883,0.7883,0.7192,0.9993,2.203
BNA5,4705,0.490995,99.0,0.2335,0.2335,0.3785,0.509,0.7605
BNR1,590,4.90951e-09,16.0,0.904,0.904,0.9708,1.0,1.0793
BNS1,240,8.63431e-10,81.0,0.9611,0.9611,0.9798,1.0,0.7319
BOI1,751,0.000613119,43.0,0.8778,0.8778,0.7223,0.9994,1.0793
BOS1,4175,0.0119935,95.0,0.3199,0.3199,0.5769,0.988,0.8651
BPH1,3679,0.00245529,76.0,0.4007,0.4007,0.658,0.9975,3.4735
BPT1,3040,0.0881879,96.0,0.5048,0.5048,0.4692,0.9118,2.1175
BRX1,1159,8.2661e-05,73.0,0.8113,0.8113,0.8007,0.9999,0.6238
BSC2,3802,0.12276,73.0,0.3806,0.3806,0.4514,0.8772,0.9286
BSC6,569,2.21556e-05,81.0,0.9074,0.9074,0.8425,1.0,1.0096
BSP1,3266,2.08489,61.0,0.468,0.468,0.3079,0,1.2235
BUB2,666,1.09996e-05,49.0,0.8916,0.8916,0.8616,1.0,0.9728
BUB3,763,0.000215223,22.0,0.8758,0.8758,0.7655,0.9998,0.9286
BUD19,3833,0.026486,85.0,0.3756,0.3756,0.5344,0.9735,1.0793
BUD20,541,4.37734e-05,74.0,0.912,0.912,0.8218,1.0,0.6418
BUD21,1307,0.0212098,72.0,0.7872,0.7872,0.5464,0.9788,0.9292
BUD22,1701,9.70196e-05,77.0,0.723,0.723,0.7951,0.9999,1.0096
BUD26,5217,0.597298,17.0,0.1501,0.1501,0.3685,0.4027,1.0793
BUD27,2404,0.00168862,72.0,0.6084,0.6084,0.6761,0.9983,0.6766
BUD3,13,8.04308e-22,59.0,0.998,0.998,0.9999,1.0,0.5125
BUD4,172,2.04115e-15,65.0,0.9721,0.9721,0.9988,1.0,1.0354
BUD7,5253,0.118444,83.0,0.1442,0.1442,0.4533,0.8816,1.2776
BUD9,167,2.25911e-13,13.0,0.973,0.973,0.9966,1.0,0.9164
BUR6,1058,5.98378e-06,67.0,0.8278,0.8278,0.8766,1.0,0.7361
BYE1,1677,0.00441226,76.0,0.7269,0.7269,0.6288,0.9956,0.9292
CAB2,6074,86.1191,69.0,0.0104,0.0104,0.1655,0,1.2109
CAB4,1797,0.0267052,4.0,0.7073,0.7073,0.534,0.9733,1.7066
CAF120,1531,0.0140902,19.0,0.7507,0.7507,0.5683,0.9859,1.0715
CAF16,1464,0.0050436,83.0,0.7616,0.7616,0.622,0.995,0.3952
CAF20,4071,0.0196542,71.0,0.3368,0.3368,0.5505,0.9803,0.9767
CAF40,5951,12.5398,54.0,0.0305,0.0305,0.2315,0,0.7921
CAJ1,3617,0.0144681,78.0,0.4108,0.4108,0.5669,0.9855,2.1657
CAM1,5430,7.54246,41.0,0.1154,0.1154,0.2518,0,1.7933
CAN1,5998,3.37182,14.0,0.0228,0.0228,0.2861,0,0.3952
CAP1,3477,0.0223033,18.0,0.4336,0.4336,0.5437,0.9777,0.5874
CAR1,935,2.56962e-06,70.0,0.8478,0.8478,0.8952,1.0,0.7332
CAR2,728,5.29872e-06,62.0,0.8815,0.8815,0.8795,1.0,0.8274
CAT2,3060,0.0514612,90.0,0.5015,0.5015,0.4984,0.9485,1.0438
CBF1,2871,4.12705,36.0,0.5323,0.5323,0.2772,0,1.5064
CBF2,331,1.09714e-07,35.0,0.9462,0.9462,0.9442,1.0,0.8605
CBP3,5290,3.01068,95.0,0.1382,0.1382,0.2911,0,0.7378
CCA1,3702,0.157089,81.0,0.3969,0.3969,0.4382,0.8429,1.0793
CCC2,2715,0.00585822,45.0,0.5578,0.5578,0.6143,0.9941,0.6279
CCE1,1356,0.00987558,54.0,0.7792,0.7792,0.5872,0.9901,0.7142
CCH1,4236,0.0367959,90.0,0.3099,0.3099,0.5166,0.9632,0.6413
CCL1,1772,0.00378641,67.0,0.7114,0.7114,0.6365,0.9962,1.0793
CCM1,2481,0.000551958,82.0,0.5959,0.5959,0.7268,0.9994,0.9728
CCP1,4078,0.0543436,99.0,0.3357,0.3357,0.4955,0.9457,0.5125
CCS1,2501,0.00129554,69.0,0.5926,0.5926,0.6885,0.9987,0.5125
CCT4,1198,0.00486454,81.0,0.805,0.805,0.6239,0.9951,1.246
CCW12,1794,0.00318595,53.0,0.7078,0.7078,0.6452,0.9968,0.4928
CCW14,1582,4.48567e-05,51.0,0.7424,0.7424,0.8211,1.0,0.7358
CDC14,609,1.29653e-05,55.0,0.9009,0.9009,0.8573,1.0,1.0793
CDC16,1148,0.00124046,63.0,0.8131,0.8131,0.6906,0.9988,0.7883
CDC19,5916,3.20719,73.0,0.0362,0.0362,0.2883,0,0.5217
CDC20,105,1.51468e-13,76.0,0.9831,0.9831,0.9969,1.0,0.9362
CDC21,60,2.43013e-14,22.0,0.9904,0.9904,0.9979,1.0,1.1274
CDC24,2967,5.64971,68.0,0.5167,0.5167,0.2638,0,0.8434
CDC26,2775,0.00162059,4.0,0.548,0.548,0.678,0.9984,1.0211
CDC3,1388,8.27822e-05,45.0,0.774,0.774,0.8007,0.9999,0.8651
CDC34,2850,0.0113147,10.0,0.5358,0.5358,0.58,0.9887,1.0392
CDC39,5375,2.00196,61.0,0.1243,0.1243,0.3098,0,0.795
CDC42,3402,3.11115,52.0,0.4458,0.4458,0.2897,0,0.9292
CDC45,47,3.9165e-15,17.0,0.9925,0.9925,0.9986,1.0,0.9012
CDC48,3781,0.118405,89.0,0.3841,0.3841,0.4533,0.8816,0.9201
CDC5,106,2.58282e-18,66.0,0.9829,0.9829,0.9997,1.0,0.9799
CDC53,2250,0.152299,79.0,0.6335,0.6335,0.4398,0.8477,1.2109
CDC6,340,1.17474e-14,98.0,0.9448,0.9448,0.9982,1.0,0.636
CDC60,5327,0.134999,56.0,0.1321,0.1321,0.4463,0.865,0.8674
CDC7,3080,2.11436,24.0,0.4983,0.4983,0.3072,0,0.9292
CDS1,5128,2.80067,61.0,0.1646,0.1646,0.2944,0,0.6404
CEM1,2604,0.00103362,75.0,0.5759,0.5759,0.699,0.999,0.9035
CEX1,1861,2.14215,38.0,0.6969,0.6969,0.3066,0,1.0096
CFD1,1558,0.0105003,73.0,0.7463,0.7463,0.5839,0.9895,0.9292
CFT1,5313,4.28863,65.0,0.1344,0.1344,0.2755,0,0.9093
CHA1,543,7.23872e-11,54.0,0.9117,0.9117,0.9881,1.0,0.8721
CHC1,4661,2.04513,79.0,0.2407,0.2407,0.3088,0,1.2109
CHO1,3609,0.0100278,39.0,0.4121,0.4121,0.5863,0.99,0.7277
CHO2,4225,6.19612,14.0,0.3117,0.3117,0.2599,0,0.5895
CHS1,295,3.2897e-13,2.0,0.9521,0.9521,0.9963,1.0,1.3824
CHS2,263,2.80271e-11,70.0,0.9573,0.9573,0.9903,1.0,1.1045
CHS3,2012,7.03815e-05,13.0,0.6723,0.6723,0.8062,0.9999,1.0793
CHS5,2448,1.09279e-05,61.0,0.6013,0.6013,0.8618,1.0,0.9292
CHS7,5572,9.20041,7.0,0.0922,0.0922,0.2437,0,0.6996
CIC1,1542,3.18991e-06,82.0,0.7489,0.7489,0.8907,1.0,1.5064
CIK1,443,3.39957e-10,53.0,0.928,0.928,0.9834,1.0,0.7401
CIN1,5499,23.9959,87.0,0.1041,0.1041,0.2074,0,0.6707
CIN2,529,9.70434e-08,21.0,0.914,0.914,0.9456,1.0,1.0344
CIN4,4052,0.0325018,73.0,0.3399,0.3399,0.5234,0.9675,0.3952
CIN5,747,6.2541e-09,89.0,0.8784,0.8784,0.9693,1.0,0.5125
CIN8,177,5.5036e-11,38.0,0.9713,0.9713,0.9888,1.0,1.7785
CIS3,388,2.22134e-13,47.0,0.9369,0.9369,0.9966,1.0,0.8249
CIT1,444,7.27664e-06,12.0,0.9278,0.9278,0.872,1.0,0.5638
CIT2,527,2.04964e-06,12.0,0.9143,0.9143,0.8997,1.0,0.6125
CKI1,2208,0.161568,87.0,0.6404,0.6404,0.4367,0.8384,0.7277
CKS1,3537,1.23194,38.0,0.4238,0.4238,0.3327,0,0.5176
CLA4,676,1.18763e-06,87.0,0.89,0.89,0.9099,1.0,0.7021
CLB1,80,6.52394e-18,64.0,0.9871,0.9871,0.9996,1.0,1.0145
CLB3,923,0.315887,35.0,0.8498,0.8498,0.4012,0.6841,0.8376
CLB5,227,6.35392e-13,16.0,0.9632,0.9632,0.9957,1.0,0.8716
CLN1,62,5.63377e-18,23.0,0.9901,0.9901,0.9997,1.0,2.1175
CLN2,25,2.2874e-18,22.0,0.9961,0.9961,0.9997,1.0,1.4304
CLN3,209,3.31284e-14,86.0,0.9661,0.9661,0.9977,1.0,0.8064
CMD1,5776,7.49191,64.0,0.059,0.059,0.252,0,0.7226
CMK2,1047,0.000389055,2.0,0.8296,0.8296,0.7416,0.9996,0.5125
CMS1,551,1.31549e-06,67.0,0.9104,0.9104,0.908,1.0,1.0096
COA4,3289,0.0182526,99.0,0.4642,0.4642,0.5545,0.9817,1.0793
COG2,1619,0.0129398,64.0,0.7364,0.7364,0.5729,0.9871,1.0793
COG3,3327,0.271974,62.0,0.458,0.458,0.4091,0.728,1.0793
COG7,4061,0.545561,89.0,0.3384,0.3384,0.3731,0.4544,0.7277
COQ2,2137,0.00164596,85.0,0.6519,0.6519,0.6773,0.9984,1.1686
COQ6,2705,2.68033,6.0,0.5594,0.5594,0.2964,0,1.2109
COR1,5509,3.54377,71.0,0.1025,0.1025,0.2839,0,0.4622
COS12,3529,0.00189071,22.0,0.4251,0.4251,0.6707,0.9981,0.7103
COS6,2054,0.827512,22.0,0.6655,0.6655,0.3522,0.1725,0.6518
COS8,500,0.00510499,18.0,0.9187,0.9187,0.6214,0.9949,0.8915
COT1,3019,0.014631,12.0,0.5082,0.5082,0.5663,0.9854,0.5675
COX11,1038,0.000195322,60.0,0.831,0.831,0.7693,0.9998,0.8764
COX12,3805,0.0151073,99.0,0.3802,0.3802,0.5646,0.9849,2.1657
COX13,2623,0.00108423,90.0,0.5728,0.5728,0.6968,0.9989,1.0793
COX14,3554,0.111851,80.0,0.4211,0.4211,0.4564,0.8881,0.5675
COX15,4624,1.28834,55.0,0.2467,0.2467,0.3306,0,1.1686
COX16,5943,853.007,25.0,0.0318,0.0318,0.1076,0,0.9496
COX17,1487,1.94145e-05,91.0,0.7579,0.7579,0.8462,1.0,0.3952
COX20,5719,2.28898,86.0,0.0683,0.0683,0.3036,0,0.8815
COX4,2732,0.0266769,73.0,0.555,0.555,0.5341,0.9733,1.1455
COX6,1740,0.031892,83.0,0.7166,0.7166,0.5244,0.9681,0.6003
COX7,1976,0.233736,79.0,0.6782,0.6782,0.4171,0.7663,0.9496
COX8,4542,0.310106,76.0,0.2601,0.2601,0.4022,0.6899,0.9496
COX9,4571,0.20961,70.0,0.2553,0.2553,0.4228,0.7904,0.9496
COY1,3205,0.0242649,74.0,0.4779,0.4779,0.5392,0.9757,1.0793
CPA1,3047,2.54054e-05,74.0,0.5037,0.5037,0.8385,1.0,0.3952
CPA2,1019,1.83308e-05,69.0,0.8341,0.8341,0.8479,1.0,0.3952
