substrate,cyclebase_rank,periodicity_pvalue,peaktime_pct,q_x,q_rank,q_sigmoid,q_pcomplement,multiplier_amplitude
PTM1,1504,0.00424586,87.0,0.7551,0.7551,0.6308,0.9958,0.7726
PTP3,5154,3.8635,86.0,0.1603,0.1603,0.2801,0,0.8973
PTR2,2428,2.25285e-06,60.0,0.6045,0.6045,0.8978,1.0,0.4124
PTR3,5574,174.675,21.0,0.0919,0.0919,0.1453,0,1.0793
PUB1,3932,0.666288,31.0,0.3595,0.3595,0.363,0.3337,1.785
PUF3,5634,0.38621,67.0,0.0821,0.0821,0.3908,0.6138,1.0793
PUF6,1882,9.3348e-05,76.0,0.6935,0.6935,0.7965,0.9999,0.5125
PUN1,2540,1.41227,93.0,0.5863,0.5863,0.3262,0,0.5442
PUP1,3355,0.0123471,80.0,0.4535,0.4535,0.5753,0.9877,0.795
PUP2,2765,0.275497,73.0,0.5496,0.5496,0.4084,0.7245,0.6733
PUP3,5455,27.0363,97.0,0.1113,0.1113,0.2032,0,0.594
PUS2,6030,32.2973,19.0,0.0176,0.0176,0.197,0,1.0793
PUS5,3139,0.152918,77.0,0.4887,0.4887,0.4396,0.8471,0.9782
PUT2,4269,0.198428,76.0,0.3045,0.3045,0.4257,0.8016,1.2773
PUT3,893,8.11026e-05,66.0,0.8547,0.8547,0.8014,0.9999,0.3952
PWP2,2645,0.00154908,61.0,0.5692,0.5692,0.6801,0.9985,0.803
PXA1,4231,3.21117,72.0,0.3107,0.3107,0.2883,0,1.1455
PXR1,917,0.000122359,69.0,0.8507,0.8507,0.7868,0.9999,0.7703
PYC1,889,4.86571e-06,15.0,0.8553,0.8553,0.8814,1.0,0.5
PYC2,1446,0.0056934,79.0,0.7645,0.7645,0.6158,0.9943,0.3952
QCR10,2189,0.277604,85.0,0.6435,0.6435,0.408,0.7224,0.5807
QCR2,3544,0.454737,82.0,0.4227,0.4227,0.3824,0.5453,0.6199
QCR6,4892,0.134577,26.0,0.203,0.203,0.4465,0.8654,0.7159
QCR8,2625,0.00343383,71.0,0.5724,0.5724,0.6414,0.9966,0.9292
QCR9,2612,0.502638,90.0,0.5745,0.5745,0.3773,0.4974,1.12
QDR1,3855,0.940256,96.0,0.372,0.372,0.3459,0.0597,1.0352
QDR2,3817,3.37875,78.0,0.3782,0.3782,0.286,0,0.8517
QDR3,910,0.00162489,60.0,0.8519,0.8519,0.6779,0.9984,0.3952
RAD14,4928,0.653616,59.0,0.1972,0.1972,0.364,0.3464,0.9292
RAD16,2537,0.000559097,94.0,0.5868,0.5868,0.7263,0.9994,0.715
RAD2,978,0.000190745,86.0,0.8408,0.8408,0.7702,0.9998,0.8111
RAD23,1224,0.000123237,72.0,0.8007,0.8007,0.7865,0.9999,0.795
RAD27,53,2.25487e-15,19.0,0.9915,0.9915,0.9987,1.0,0.9349
RAD30,1553,0.000316594,74.0,0.7471,0.7471,0.7501,0.9997,1.0793
RAD5,229,7.83448e-12,14.0,0.9628,0.9628,0.9926,1.0,2.1657
RAD51,43,2.32194e-15,21.0,0.9932,0.9932,0.9987,1.0,0.7584
RAD54,499,3.42969e-06,20.0,0.9189,0.9189,0.8891,1.0,1.4856
RAD59,5627,4.28778,55.0,0.0833,0.0833,0.2756,0,0.9013
RAD7,5670,1.35866,82.0,0.0763,0.0763,0.328,0,1.0793
RAM1,1517,0.00501063,3.0,0.753,0.753,0.6224,0.995,1.0793
RAS1,583,5.07547e-06,68.0,0.9052,0.9052,0.8805,1.0,1.0096
RAS2,3446,1.62587,98.0,0.4387,0.4387,0.3195,0,0.941
RAT1,3392,0.0145996,72.0,0.4474,0.4474,0.5664,0.9854,0.8554
RAX1,1569,0.00837056,2.0,0.7445,0.7445,0.5958,0.9916,0.8778
RAX2,714,8.97494e-08,71.0,0.8838,0.8838,0.9465,1.0,0.9004
RBG2,2478,0.0568566,80.0,0.5964,0.5964,0.493,0.9431,0.5
RBS1,5318,0.339781,71.0,0.1336,0.1336,0.3974,0.6602,0.9292
RCN2,1574,0.00376949,88.0,0.7437,0.7437,0.6368,0.9962,1.1299
RCO1,611,9.0956e-07,8.0,0.9006,0.9006,0.9145,1.0,1.0793
RCR1,1597,0.0082804,82.0,0.7399,0.7399,0.5964,0.9917,0.5125
RCR2,5873,103.833,18.0,0.0432,0.0432,0.1599,0,0.5125
RDI1,3560,0.642457,14.0,0.4201,0.4201,0.3648,0.3575,1.0793
RDL1,3335,0.150984,96.0,0.4567,0.4567,0.4403,0.849,0.9266
RDL2,2139,0.00022295,78.0,0.6516,0.6516,0.7641,0.9998,1.2109
RDS3,1972,0.037036,82.0,0.6788,0.6788,0.5163,0.963,0.5125
REB1,539,1.24275e-10,49.0,0.9123,0.9123,0.9866,1.0,0.6974
REE1,578,2.56002e-08,14.0,0.906,0.906,0.9587,1.0,1.1481
REG1,3907,0.0409735,70.0,0.3635,0.3635,0.5108,0.959,0.795
REH1,3984,0.0609204,99.0,0.351,0.351,0.4893,0.9391,0.9537
RER2,1891,0.000428272,84.0,0.692,0.692,0.7376,0.9996,3.4735
RET2,4645,25.9572,29.0,0.2433,0.2433,0.2046,0,1.2368
REV1,637,3.2762e-08,68.0,0.8964,0.8964,0.9566,1.0,2.1175
REX3,4295,0.271155,82.0,0.3003,0.3003,0.4092,0.7288,0.7625
RFA1,20,8.62476e-18,18.0,0.9969,0.9969,0.9996,1.0,1.5992
RFA2,69,5.96013e-16,21.0,0.9889,0.9889,0.9991,1.0,1.1789
RFC2,4550,0.0512612,58.0,0.2588,0.2588,0.4986,0.9487,0.8651
RFC3,1928,1.5886,23.0,0.686,0.686,0.3206,0,1.0716
RFC5,1508,2.75362,21.0,0.7544,0.7544,0.2952,0,1.1972
RFS1,1311,0.000539411,92.0,0.7865,0.7865,0.7278,0.9995,0.9286
RFT1,3470,75.5887,32.0,0.4347,0.4347,0.1694,0,1.0096
RFU1,937,0.000262058,59.0,0.8475,0.8475,0.7577,0.9997,1.0793
RGA1,333,2.48387e-08,92.0,0.9459,0.9459,0.959,1.0,2.1175
RGA2,515,7.53939e-07,92.0,0.9162,0.9162,0.9176,1.0,0.9369
RGD2,5483,1.48447,90.0,0.1067,0.1067,0.3238,0,1.0923
RGT1,5897,33.3753,74.0,0.0393,0.0393,0.1959,0,1.0793
RGT2,205,1.04506e-09,87.0,0.9668,0.9668,0.979,1.0,0.9292
RHB1,4060,0.0747965,76.0,0.3386,0.3386,0.4782,0.9252,1.2109
RHO2,4475,37.5192,38.0,0.271,0.271,0.1919,0,0.846
RHO3,952,0.000121096,57.0,0.845,0.845,0.7872,0.9999,0.5539
RHO4,2024,1.64383e-06,68.0,0.6704,0.6704,0.9039,1.0,0.6205
RHO5,1475,0.0266862,96.0,0.7598,0.7598,0.534,0.9733,0.5125
RHR2,5540,0.532386,68.0,0.0974,0.0974,0.3743,0.4676,0.8448
RIA1,941,2.53193e-05,75.0,0.8468,0.8468,0.8386,1.0,0.6154
RIB1,3958,428.328,78.0,0.3552,0.3552,0.1228,0,0.5013
RIB3,5536,0.636348,80.0,0.0981,0.0981,0.3653,0.3637,0.5125
RIB4,4311,0.26296,79.0,0.2977,0.2977,0.4108,0.737,0.9292
RIB5,1336,0.000235558,83.0,0.7825,0.7825,0.762,0.9998,0.3952
RIM101,3264,0.114541,63.0,0.4683,0.4683,0.4551,0.8855,0.3952
RIO2,3616,0.172589,73.0,0.4109,0.4109,0.4331,0.8274,1.2109
RIX1,1142,0.00489253,67.0,0.8141,0.8141,0.6236,0.9951,1.2235
RIX7,717,3.67989e-05,58.0,0.8833,0.8833,0.8273,1.0,0.5565
RKI1,570,1.59592e-05,73.0,0.9073,0.9073,0.8517,1.0,0.806
RKM1,144,2.40484e-07,23.0,0.9767,0.9767,0.9346,1.0,0.8257
RKM3,1572,0.0313725,68.0,0.744,0.744,0.5253,0.9686,1.0793
RKR1,664,0.00120481,81.0,0.892,0.892,0.6919,0.9988,0.9537
RLM1,4080,0.0254508,27.0,0.3353,0.3353,0.5366,0.9745,0.8797
RLP7,840,4.78504e-06,80.0,0.8633,0.8633,0.8818,1.0,1.1558
RMD1,4301,0.0736858,82.0,0.2993,0.2993,0.479,0.9263,0.5
RMD6,3612,0.000276029,65.0,0.4116,0.4116,0.7557,0.9997,0.5125
RMD9,5113,2.14101,71.0,0.167,0.167,0.3067,0,0.9292
RMI1,3993,0.291837,2.0,0.3495,0.3495,0.4054,0.7082,0.8884
RMT2,1093,4.8165e-06,81.0,0.8221,0.8221,0.8816,1.0,0.5675
RNA1,2337,0.969349,83.0,0.6194,0.6194,0.3444,0.0307,0.8536
RNH202,376,0.000151096,17.0,0.9389,0.9389,0.779,0.9998,0.5345
RNH203,835,0.00218804,28.0,0.8641,0.8641,0.6636,0.9978,1.1563
RNQ1,4949,7.97181,23.0,0.1937,0.1937,0.2495,0,0.6602
RNR1,58,2.13726e-18,19.0,0.9907,0.9907,0.9997,1.0,0.8486
RNR2,4411,1.21978,42.0,0.2814,0.2814,0.3332,0,1.0096
RNR4,5970,3.60487,9.0,0.0274,0.0274,0.2831,0,0.5766
RNT1,2457,0.00783893,78.0,0.5998,0.5998,0.5993,0.9922,1.0793
ROG1,2315,0.178856,97.0,0.6229,0.6229,0.4312,0.8211,0.9292
ROG3,1455,0.00184135,77.0,0.7631,0.7631,0.6719,0.9982,0.5125
ROK1,1453,0.000492894,75.0,0.7634,0.7634,0.7317,0.9995,1.2235
ROM1,744,3.6643e-08,84.0,0.8789,0.8789,0.9555,1.0,3.4735
ROT1,1741,0.226286,21.0,0.7165,0.7165,0.4188,0.7737,0.9292
ROT2,4972,35.2561,94.0,0.19,0.19,0.194,0,1.0027
ROX1,1212,0.00393597,53.0,0.8027,0.8027,0.6346,0.9961,0.4932
ROX3,2635,0.0139429,70.0,0.5708,0.5708,0.5689,0.9861,0.7426
RPA135,1752,0.00640525,59.0,0.7147,0.7147,0.6097,0.9936,0.5676
RPA14,2279,0.0197417,74.0,0.6288,0.6288,0.5503,0.9803,0.8286
RPA190,3881,0.0376462,76.0,0.3678,0.3678,0.5154,0.9624,0.7753
RPA34,975,8.87414e-07,75.0,0.8413,0.8413,0.9149,1.0,0.5267
RPA43,1231,0.00492195,65.0,0.7996,0.7996,0.6233,0.9951,1.0863
RPB11,6046,22.4227,41.0,0.015,0.015,0.2098,0,0.5675
RPB2,5884,38.9351,46.0,0.0414,0.0414,0.1907,0,0.7437
RPB4,1206,0.00123525,68.0,0.8036,0.8036,0.6907,0.9988,0.8142
RPB5,1359,0.00293476,81.0,0.7787,0.7787,0.6492,0.9971,0.6154
RPB7,1642,0.253301,61.0,0.7326,0.7326,0.4128,0.7467,0.9292
RPB8,2029,0.0806509,78.0,0.6695,0.6695,0.4741,0.9193,1.2109
RPC25,1008,8.47052e-06,69.0,0.8359,0.8359,0.8682,1.0,0.6923
RPC40,3941,0.00918966,72.0,0.358,0.358,0.5909,0.9908,1.0096
RPE1,4358,54.3642,56.0,0.29,0.29,0.1797,0,0.9292
RPF1,1376,0.0133921,69.0,0.7759,0.7759,0.571,0.9866,0.8797
RPH1,2004,2.65155e-05,82.0,0.6736,0.6736,0.8372,1.0,1.0793
RPL10,4627,11.4926,70.0,0.2462,0.2462,0.2349,0,0.5382
RPL25,2720,0.361832,90.0,0.5569,0.5569,0.3942,0.6382,0.8127
RPL28,4458,0.00595141,92.0,0.2737,0.2737,0.6135,0.994,0.6938
RPL29,,,,,,,,0.6352
RPL3,3628,3.01542,73.0,0.409,0.409,0.2911,0,0.5087
RPL30,3189,0.0169771,89.0,0.4805,0.4805,0.5584,0.983,0.5587
RPL32,4221,0.222981,70.0,0.3124,0.3124,0.4195,0.777,0.5132
RPL38,3450,0.0558605,96.0,0.438,0.438,0.494,0.9441,0.8708
RPL39,2960,0.0233442,67.0,0.5178,0.5178,0.5413,0.9767,1.2393
RPL5,4733,2.53946,26.0,0.2289,0.2289,0.2988,0,0.3942
RPM2,3234,0.142811,82.0,0.4732,0.4732,0.4433,0.8572,0.5125
RPN10,2521,0.12911,53.0,0.5894,0.5894,0.4487,0.8709,0.8021
RPN11,1944,0.000519018,81.0,0.6834,0.6834,0.7295,0.9995,0.6692
RPN12,1196,0.000341429,91.0,0.8053,0.8053,0.747,0.9997,4.267
RPN14,1906,0.0226658,98.0,0.6896,0.6896,0.5428,0.9773,1.2109
RPN2,4514,3.40682,66.0,0.2646,0.2646,0.2856,0,0.7233
RPN3,5355,0.110616,80.0,0.1276,0.1276,0.457,0.8894,0.795
RPN4,4106,0.0424167,78.0,0.3311,0.3311,0.5089,0.9576,0.9286
RPN5,2956,0.000479141,80.0,0.5185,0.5185,0.7329,0.9995,0.795
RPN6,1652,0.00293085,98.0,0.731,0.731,0.6493,0.9971,0.795
RPN7,1431,0.000267232,84.0,0.767,0.767,0.757,0.9997,0.6833
RPN8,1687,3.78379e-05,82.0,0.7253,0.7253,0.8264,1.0,0.7453
RPN9,3605,0.15577,72.0,0.4127,0.4127,0.4386,0.8442,0.795
RPO21,4468,0.285499,50.0,0.2721,0.2721,0.4065,0.7145,0.6488
RPO31,914,8.76598e-05,75.0,0.8512,0.8512,0.7987,0.9999,0.775
RPP0,4323,0.21846,51.0,0.2957,0.2957,0.4206,0.7815,0.615
RPS12,2761,0.0463866,85.0,0.5503,0.5503,0.5041,0.9536,0.9313
RPS13,3250,0.122522,62.0,0.4706,0.4706,0.4515,0.8775,0.4869
RPS15,4593,0.877671,82.0,0.2518,0.2518,0.3493,0.1223,0.6787
RPS2,5878,51.2446,61.0,0.0424,0.0424,0.1816,0,0.6788
RPS20,4693,0.412186,92.0,0.2355,0.2355,0.3874,0.5878,0.7861
RPS3,4970,2.80795,31.0,0.1903,0.1903,0.2943,0,0.3248
RPS31,3356,0.130714,65.0,0.4533,0.4533,0.448,0.8693,0.5721
RPS5,5747,3.75099,30.0,0.0637,0.0637,0.2814,0,0.4682
RPT1,2010,0.000358363,90.0,0.6726,0.6726,0.745,0.9996,0.795
RPT2,2502,0.00206168,82.0,0.5925,0.5925,0.6665,0.9979,1.2368
RPT3,2456,0.00202198,96.0,0.6,0.6,0.6674,0.998,0.795
RPT4,1152,0.00224555,86.0,0.8124,0.8124,0.6624,0.9978,0.795
RPT5,3884,0.637734,89.0,0.3673,0.3673,0.3652,0.3623,0.795
RPT6,5178,1.26011,84.0,0.1564,0.1564,0.3317,0,0.795
RRB1,1125,0.000334348,63.0,0.8168,0.8168,0.7479,0.9997,3.4735
RRN11,2157,0.0157162,59.0,0.6487,0.6487,0.5625,0.9843,1.0793
RRN6,1101,0.000106324,66.0,0.8208,0.8208,0.7919,0.9999,1.0793
RRP12,1968,0.000345399,69.0,0.6795,0.6795,0.7466,0.9997,0.5792
RRP14,1024,7.16065e-05,79.0,0.8333,0.8333,0.8057,0.9999,0.5675
RRP36,1520,0.0244141,78.0,0.7525,0.7525,0.5388,0.9756,1.2368
RRP6,668,1.83282e-05,79.0,0.8913,0.8913,0.8479,1.0,1.4361
RRP7,4402,0.0768621,73.0,0.2829,0.2829,0.4767,0.9231,1.2714
RRT13,6001,61.2316,66.0,0.0223,0.0223,0.176,0,1.2714
RRT14,591,0.000258699,60.0,0.9039,0.9039,0.7582,0.9997,1.4361
RRT8,4210,10.4567,4.0,0.3142,0.3142,0.2386,0,0.7847
RSC2,3594,1.38815,51.0,0.4145,0.4145,0.327,0,0.9292
RSF2,2150,7.29075,43.0,0.6498,0.6498,0.2531,0,0.5431
RSM10,1146,0.000131738,90.0,0.8134,0.8134,0.7841,0.9999,0.4941
RSM26,3270,0.000450172,85.0,0.4673,0.4673,0.7355,0.9995,0.8712
RSM7,4142,0.0165417,36.0,0.3252,0.3252,0.5598,0.9835,1.2394
RSN1,3422,0.00711003,54.0,0.4426,0.4426,0.6043,0.9929,0.9204
RSP5,5728,17.1611,59.0,0.0668,0.0668,0.2196,0,0.8419
RSR1,45,1.67563e-15,18.0,0.9928,0.9928,0.9988,1.0,1.3336
RTC3,2713,0.0745601,8.0,0.5581,0.5581,0.4783,0.9254,0.4864
RTC6,,,,,,,,0.6154
RTG2,1423,0.00599482,82.0,0.7683,0.7683,0.6132,0.994,0.3918
RTG3,3681,0.385042,41.0,0.4004,0.4004,0.391,0.615,0.3952
RTK1,4220,0.875667,89.0,0.3125,0.3125,0.3494,0.1243,0.3932
RTN1,5339,5.04882,64.0,0.1302,0.1302,0.2685,0,0.7371
RTS3,1178,6.23073e-06,18.0,0.8082,0.8082,0.8757,1.0,0.869
RTT107,190,1.66576e-11,22.0,0.9692,0.9692,0.9913,1.0,0.7277
RUP1,5466,8.05066,11.0,0.1095,0.1095,0.2491,0,0.8221
RVB1,1068,0.000871681,91.0,0.8261,0.8261,0.7067,0.9991,1.0863
RVB2,4013,0.038464,78.0,0.3463,0.3463,0.5142,0.9615,1.0863
RVS167,5864,11.2943,2.0,0.0446,0.0446,0.2356,0,1.0096
RXT2,2170,0.00136305,71.0,0.6466,0.6466,0.6862,0.9986,0.9292
RXT3,3860,0.955151,54.0,0.3712,0.3712,0.3451,0.0448,0.6154
SAC7,2658,0.00154307,64.0,0.5671,0.5671,0.6803,0.9985,1.2714
SAF1,2259,0.3205,97.0,0.6321,0.6321,0.4005,0.6795,1.2714
SAG1,3552,0.000614804,2.0,0.4214,0.4214,0.7221,0.9994,1.0793
SAM1,813,2.13903e-07,50.0,0.8677,0.8677,0.9361,1.0,0.489
SAM2,1692,1.51025e-05,56.0,0.7245,0.7245,0.8532,1.0,0.8398
SAM3,1232,0.000338518,54.0,0.7994,0.7994,0.7474,0.9997,1.4608
SAM35,5379,2.85734,50.0,0.1237,0.1237,0.2935,0,1.2109
SAM4,4033,0.0389184,79.0,0.343,0.343,0.5136,0.9611,0.3952
SAP155,5849,10.2467,60.0,0.0471,0.0471,0.2394,0,0.8413
SAS4,3832,5.78988e-05,71.0,0.3758,0.3758,0.8128,0.9999,0.5125
SAT4,2443,9.31659,61.0,0.6021,0.6021,0.2432,0,1.0793
SBA1,3886,0.0209773,93.0,0.367,0.367,0.547,0.979,1.2109
SBH1,321,0.000580082,47.0,0.9479,0.9479,0.7247,0.9994,1.1481
SBH2,2566,0.690732,64.0,0.582,0.582,0.3612,0.3093,2.1657
SBP1,4263,29.5213,25.0,0.3055,0.3055,0.2001,0,1.3506
SCC2,852,0.000123591,6.0,0.8613,0.8613,0.7864,0.9999,2.1175
SCD6,5500,4.62663,42.0,0.104,0.104,0.2723,0,0.9292
SCH9,977,0.000838879,61.0,0.841,0.841,0.7084,0.9992,2.1657
SCL1,4350,0.021954,83.0,0.2913,0.2913,0.5446,0.978,0.795
SCM4,2729,2.74469,29.0,0.5555,0.5555,0.2953,0,1.2714
SCO1,4911,9.23748,31.0,0.1999,0.1999,0.2436,0,1.2109
SCO2,4503,0.137426,95.0,0.2664,0.2664,0.4453,0.8626,1.0793
SCP1,1267,0.000465246,80.0,0.7937,0.7937,0.7341,0.9995,1.0096
SCP160,2049,6.01525,27.0,0.6663,0.6663,0.2611,0,1.0411
SCS2,1005,0.000288498,54.0,0.8364,0.8364,0.7539,0.9997,0.6644
SCS22,,,,,,,,0.9292
SCS3,1578,3.12545e-05,11.0,0.743,0.743,0.8323,1.0,2.0938
SCS7,2143,0.244336,31.0,0.651,0.651,0.4147,0.7557,0.6974
SCT1,5230,4.5403,25.0,0.148,0.148,0.2731,0,0.6858
SCW10,162,2.38636e-19,30.0,0.9738,0.9738,0.9998,1.0,1.0077
SCW4,301,3.81148e-14,66.0,0.9511,0.9511,0.9977,1.0,0.9282
SDA1,904,0.000685934,63.0,0.8529,0.8529,0.7173,0.9993,0.8183
SDC25,,,,,,,,0.9496
SDS23,5742,7.65829,56.0,0.0645,0.0645,0.2511,0,0.9187
SEC10,5241,0.25322,77.0,0.1462,0.1462,0.4128,0.7468,0.6154
SEC11,5360,10.5656,53.0,0.1268,0.1268,0.2382,0,0.9292
SEC14,3890,0.553569,28.0,0.3663,0.3663,0.3724,0.4464,0.9292
SEC16,2497,0.620858,72.0,0.5933,0.5933,0.3666,0.3791,0.6154
SEC18,5411,51.0366,17.0,0.1185,0.1185,0.1818,0,0.9292
SEC2,1920,6.63291,17.0,0.6873,0.6873,0.257,0,0.8443
SEC21,5299,216.915,34.0,0.1367,0.1367,0.1396,0,2.1175
SEC22,850,9.4068e-05,64.0,0.8617,0.8617,0.7962,0.9999,1.0096
SEC31,1935,0.0559592,23.0,0.6849,0.6849,0.4939,0.944,0.8932
SEC61,1060,0.00561719,38.0,0.8274,0.8274,0.6165,0.9944,1.2368
SEC72,4708,2.48829,12.0,0.233,0.233,0.2998,0,0.9292
SEC8,3759,0.0919315,59.0,0.3876,0.3876,0.467,0.9081,0.7541
SED1,606,0.000231794,95.0,0.9014,0.9014,0.7626,0.9998,0.8293
SEH1,3078,0.238943,77.0,0.4986,0.4986,0.4159,0.7611,1.5064
SEM1,,,,,,,,1.0793
SEN2,5726,22.4742,95.0,0.0671,0.0671,0.2098,0,1.0034
SER1,2452,0.163989,21.0,0.6006,0.6006,0.4359,0.836,0.7398
SER3,1969,0.000296879,22.0,0.6793,0.6793,0.7527,0.9997,0.5425
SER33,2323,0.359276,26.0,0.6216,0.6216,0.3945,0.6407,1.4056
SES1,4229,0.0361612,61.0,0.3111,0.3111,0.5176,0.9638,0.6319
SET2,2306,0.00125157,61.0,0.6244,0.6244,0.6901,0.9987,0.7587
SET3,1355,2.01817e-07,59.0,0.7794,0.7794,0.9368,1.0,0.9292
SEY1,1822,0.219343,54.0,0.7033,0.7033,0.4204,0.7807,0.8797
SFA1,5541,13.8639,9.0,0.0973,0.0973,0.2277,0,0.5125
SFB3,2182,0.262057,43.0,0.6446,0.6446,0.411,0.7379,0.9816
SFG1,181,3.12905e-17,66.0,0.9707,0.9707,0.9995,1.0,0.863
SFH5,1277,0.000412433,79.0,0.7921,0.7921,0.7392,0.9996,0.7479
SFK1,3440,0.880521,75.0,0.4396,0.4396,0.3491,0.1195,0.467
SFP1,3194,0.808546,68.0,0.4797,0.4797,0.3533,0.1915,1.2826
SFT1,4355,3.9551,79.0,0.2905,0.2905,0.2791,0,1.0935
SFT2,2906,0.346885,66.0,0.5266,0.5266,0.3964,0.6531,0.3952
SGE1,4615,100.122,84.0,0.2482,0.2482,0.161,0,1.1885
SGO1,126,2.02628e-11,44.0,0.9796,0.9796,0.991,1.0,1.0096
SGT1,1864,0.000793318,75.0,0.6964,0.6964,0.7109,0.9992,0.9292
SGT2,3673,0.890451,5.0,0.4017,0.4017,0.3486,0.1095,0.4677
SHE10,5968,169.29,65.0,0.0277,0.0277,0.1462,0,0.9951
SHE3,919,3.96952e-06,58.0,0.8504,0.8504,0.886,1.0,1.0793
SHM1,4438,1.14776,70.0,0.277,0.277,0.3362,0,1.0793
SHM2,1099,2.75659e-06,55.0,0.8211,0.8211,0.8937,1.0,0.755
SHO1,257,1.64852e-06,29.0,0.9583,0.9583,0.9039,1.0,1.1115
SHR5,5958,22.2856,61.0,0.0293,0.0293,0.2101,0,1.0096
SHU1,5858,20.1313,95.0,0.0456,0.0456,0.2138,0,1.0793
SHY1,5808,14.9957,4.0,0.0538,0.0538,0.2247,0,1.2714
SIC1,258,5.28603e-15,2.0,0.9581,0.9581,0.9985,1.0,1.1481
SIF2,708,0.000657988,52.0,0.8848,0.8848,0.7192,0.9993,1.0793
SIL1,4564,3.52103,5.0,0.2565,0.2565,0.2842,0,0.8037
SIM1,87,2.73037e-16,48.0,0.986,0.986,0.9992,1.0,0.9831
SIN4,3503,0.00335672,87.0,0.4294,0.4294,0.6426,0.9966,2.1657
SIP1,3989,0.405693,73.0,0.3502,0.3502,0.3883,0.5943,0.9292
SIP2,4032,0.362188,97.0,0.3432,0.3432,0.3941,0.6378,1.0096
SIR1,4979,1.33099,13.0,0.1889,0.1889,0.329,0,1.0655
SIS1,1653,2.67577e-05,4.0,0.7308,0.7308,0.837,1.0,0.6988
SIS2,1841,0.00411764,73.0,0.7002,0.7002,0.6323,0.9959,0.9292
SIZ1,1385,4.36647e-05,71.0,0.7745,0.7745,0.8219,1.0,1.0096
SKG6,494,2.29946e-07,13.0,0.9197,0.9197,0.9352,1.0,1.0774
SKI6,1911,0.00180998,81.0,0.6888,0.6888,0.6727,0.9982,0.7025
SKI7,3354,0.0682173,87.0,0.4536,0.4536,0.4831,0.9318,0.8651
SKM1,775,1.25204e-06,55.0,0.8739,0.8739,0.9089,1.0,4.267
SKN1,109,1.86192e-11,80.0,0.9824,0.9824,0.9911,1.0,0.7715
SKN7,4756,0.0887854,64.0,0.2252,0.2252,0.4689,0.9112,0.6936
SKP2,3406,0.11593,94.0,0.4452,0.4452,0.4545,0.8841,0.4837
SKS1,5074,40.9057,91.0,0.1734,0.1734,0.189,0,0.9954
SKY1,2505,0.271059,46.0,0.592,0.592,0.4093,0.7289,0.9292
SLA1,5022,11.5954,70.0,0.1818,0.1818,0.2346,0,0.7409
SLD5,607,0.000707671,17.0,0.9013,0.9013,0.716,0.9993,1.0096
SLG1,1564,0.0146539,15.0,0.7453,0.7453,0.5662,0.9853,1.0096
SLM3,5066,0.0620329,49.0,0.1747,0.1747,0.4883,0.938,1.0096
SLM4,4321,6.54267,66.0,0.2961,0.2961,0.2576,0,1.0093
SLM5,3966,0.0295808,72.0,0.3539,0.3539,0.5285,0.9704,1.3936
SLT2,1722,0.0133704,31.0,0.7196,0.7196,0.5711,0.9866,1.3936
SLU7,1746,0.00338645,93.0,0.7157,0.7157,0.6421,0.9966,1.0793
SLX4,1286,0.00240355,24.0,0.7906,0.7906,0.659,0.9976,1.0793
SMC1,220,6.30582e-10,19.0,0.9643,0.9643,0.9811,1.0,1.2399
SMC2,2341,0.510057,31.0,0.6187,0.6187,0.3765,0.4899,1.0793
SMC3,63,2.22796e-13,18.0,0.9899,0.9899,0.9966,1.0,0.9286
SMD2,3670,0.00840126,92.0,0.4022,0.4022,0.5956,0.9916,1.0793
SMD3,2416,0.177541,73.0,0.6065,0.6065,0.4316,0.8225,1.0793
SMF2,1448,0.00515128,24.0,0.7642,0.7642,0.6209,0.9948,0.9292
SMF3,1128,0.0901091,73.0,0.8164,0.8164,0.4681,0.9099,0.6235
SML1,49,2.44693e-19,61.0,0.9922,0.9922,0.9998,1.0,1.0793
SMP3,5439,135.546,16.0,0.1139,0.1139,0.1523,0,0.5675
SMT3,1139,0.00137422,58.0,0.8146,0.8146,0.6858,0.9986,1.1394
SMX2,2979,0.400217,88.0,0.5147,0.5147,0.389,0.5998,0.9292
SMX3,4904,0.766835,55.0,0.2011,0.2011,0.356,0.2332,1.2109
SMY1,1674,0.000501999,69.0,0.7274,0.7274,0.7309,0.9995,4.267
SNA2,,,,,,,,0.7905
SNA3,3316,0.00367065,61.0,0.4598,0.4598,0.6381,0.9963,0.5983
SNC2,2133,11.5714,31.0,0.6526,0.6526,0.2347,0,2.1657
SNF11,3397,1.77377,72.0,0.4466,0.4466,0.3154,0,0.8023
SNF2,4608,0.483373,36.0,0.2493,0.2493,0.3793,0.5166,1.3936
SNF4,5680,37.0332,63.0,0.0746,0.0746,0.1924,0,1.0096
SNF6,1611,0.001321,75.0,0.7377,0.7377,0.6876,0.9987,0.6069
SNG1,5789,33.1366,76.0,0.0569,0.0569,0.1961,0,0.9286
SNL1,3744,0.10327,17.0,0.3901,0.3901,0.4607,0.8967,1.0793
SNP1,5868,37.4852,28.0,0.044,0.044,0.1919,0,1.0793
SNQ2,1104,9.23937e-06,69.0,0.8203,0.8203,0.8661,1.0,2.1003
SNT1,867,7.23229e-05,56.0,0.8589,0.8589,0.8053,0.9999,0.7277
SNT309,1468,0.0128865,66.0,0.761,0.761,0.5731,0.9871,1.0793
SNU56,5016,1.21657,77.0,0.1828,0.1828,0.3333,0,1.0793
