substrate,tf,alpha,source
YBT1,GCN4,0.088381,teufel
YCF1,YAP1,1.733904,teufel
YCH1,ABF1,0.280614,teufel
YCH1,BAS1,0.050016,teufel
YCH1,RAP1,0.322435,teufel
YCH1,STE12,0.436453,teufel
YCK1,ASH1,0.043411,teufel
YCK1,MSN2,2.134905,teufel
YCK2,ACE2,1.011517,teufel
YCK2,RAP1,1.271914,teufel
YCK3,CBF1,0.836324,yeastract_strict
YCL002C,RPN4,0.774813,yeastract_strict
YCL021W-A,YRR1,2.378895,yeastract_strict
YCR015C,STE12,0.39546,teufel
YCR023C,GCN4,0.046201,teufel
YCR061W,RPN4,0.279095,yeastract_strict
YCR061W,TEC1,0.035622,teufel
YCR087C-A,PDR1,3.383299,yeastract_strict
YCR102C,YAP1,0.123624,teufel
YCS4,MSN2,0.311231,teufel
YCS4,STE12,0.997806,teufel
YDJ1,CBF1,2.906174,teufel
YDJ1,HSF1,7.621428,teufel
YDL012C,ABF1,1.839599,teufel
YDL027C,YRM1,0.419755,teufel
YDL119C,SWI5,0.80555,teufel
YDL121C,TYE7,0.405524,teufel
YDL121C,YAP1,0.652222,teufel
YDL124W,YAP1,1.945333,teufel
YDL124W,YOX1,-0.004781,teufel
YDL144C,RPN4,1.184372,teufel
YDL176W,ARG81,0.44447,teufel
YDL180W,YAP1,0.454173,teufel
YDL183C,YAP1,0.13779,teufel
YDL241W,YAP1,0.264749,teufel
YDR029W,ABF1,0.303784,teufel
YDR029W,REB1,0.034702,teufel
YDR034W-B,GCN4,0.014649,yeastract_strict
YDR061W,CBF1,2.619318,yeastract_strict
YDR089W,YAP1,0.301827,teufel
YDR090C,GLN3,0.457874,teufel
YDR094W,RAP1,0.46696,teufel
YDR094W,YRM1,2.270482,teufel
YDR115W,CBF1,3.801353,teufel
YDR124W,STE12,0.399049,teufel
YDR132C,TEC1,0.027403,teufel
YDR132C,YAP1,0.115287,teufel
YDR133C,RIM101,2.638225,teufel
YDR134C,PDR1,1.351074,teufel
YDR134C,SWI4,2.192762,teufel
YDR154C,HSF1,25.632023,teufel
YDR154C,RPH1,2.807375,teufel
YDR157W,ABF1,0.77071,teufel
YDR186C,RAP1,0.881629,teufel
YDR186C,TEC1,0.284968,teufel
YDR210W,HAP2,2.606512,teufel
YDR210W,MSN2,0.280111,teufel
YDR210W,TEC1,0.337338,teufel
YDR222W,MSN2,0.439495,yeastract_strict
YDR222W,SWI4,0.454924,teufel
YDR249C,MSN2,0.137199,teufel
YDR249C,STE12,0.294776,teufel
YDR249C,TEC1,0.067587,teufel
YDR262W,YAP6,3.754405,teufel
YDR282C,SFP1,0.650043,teufel
YDR282C,STE12,0.136733,teufel
YDR338C,CIN5,0.638474,teufel
YDR341C,GCN4,0.319794,teufel
YDR391C,RAP1,0.547677,teufel
YDR415C,PDR3,1.618463,yeastract_strict
YDR476C,GCN4,0.111829,yeastract_strict
YDR524W-C,FLO8,7.793605,yeastract_strict
YDR541C,RAP1,0.327061,teufel
YEA6,ACE2,0.393626,teufel
YEF3,MSN2,25.434408,yeastract_strict
YEF3,RAP1,40.712525,teufel
YEF3,STE12,33.635116,teufel
YEH1,RFX1,2.126729,teufel
YEL025C,CBF1,0.254462,yeastract_strict
YEL025C,STE12,0.463658,teufel
YEL043W,CBF1,0.016359,teufel
YEL043W,RAP1,0.530181,teufel
YEL043W,STE12,0.529838,teufel
YEL1,STE12,0.6789,teufel
YEN1,ABF1,0.307473,teufel
YER034W,STE12,0.727933,teufel
YER077C,ACE2,0.444716,teufel
YER079W,YAP1,0.144374,teufel
YER130C,SOK2,0.617014,teufel
YER137C,INO4,0.571784,yeastract_strict
YER152C,ACE2,0.747349,teufel
YER152C,SKN7,2.193226,teufel
YER156C,AFT1,2.95182,teufel
YER160C,STE12,7.719321,teufel
YER188W,ABF1,0.071593,teufel
YER188W,STE12,0.225764,teufel
YET3,FHL1,7.356784,teufel
YFH1,CBF1,5.665858,yeastract_strict
YFL032W,CBF1,1.480335,yeastract_strict
YFL034W,RAP1,0.376721,teufel
YFL040W,SUM1,0.161913,teufel
YFR006W,YRM1,1.689244,teufel
YFR018C,CBF1,4.12846,yeastract_strict
YFR018C,RAP1,1.624496,teufel
YFR039C,STE12,1.01081,teufel
YGK3,RAP1,0.336945,teufel
YGL010W,RPN4,0.40605,teufel
YGL036W,HSF1,0.374555,teufel
YGL039W,MSN2,0.442002,teufel
YGL039W,STE12,0.788085,teufel
YGL052W,STE12,1.197448,teufel
YGL072C,PUT3,0.229659,teufel
YGL072C,STE12,0.181196,teufel
YGL081W,CIN5,0.378746,teufel
YGL088W,AFT1,0.31119,teufel
YGL088W,STE12,0.027418,teufel
YGL101W,STE12,0.84651,teufel
YGL102C,STE12,2.097446,teufel
YGL108C,DAL82,1.056854,teufel
YGL114W,ABF1,0.603601,teufel
YGL114W,YAP1,0.252641,teufel
YGL117W,GCN4,0.022846,teufel
YGL140C,SWI5,1.778393,teufel
YGL159W,RAP1,0.140994,teufel
YGL159W,STE12,0.425825,teufel
YGL188C,RAP1,0.634578,teufel
YGL188C,STE12,0.304098,teufel
YGL193C,STE12,0.44615,teufel
YGP1,CIN5,-0.368139,teufel
YGP1,FKH1,1.503585,yeastract_strict
YGP1,FKH2,1.292975,yeastract_strict
YGP1,SOK2,-0.484089,teufel
YGP1,TEC1,-0.070071,teufel
YGR011W,YAP1,0.195916,teufel
YGR012W,STE12,0.8864,teufel
YGR021W,FHL1,0.736118,teufel
YGR035C,ABF1,0.113094,teufel
YGR035C,PDR1,0.027494,teufel
YGR035C,SOK2,0.184212,teufel
YGR035C,SWI4,0.031363,teufel
YGR050C,GCN4,0.026753,teufel
YGR054W,RAP1,2.696411,teufel
YGR079W,SOK2,0.440148,teufel
YGR079W,YAP1,0.274245,yeastract_strict
YGR117C,RAP1,0.438173,teufel
YGR117C,SFP1,0.126626,teufel
YGR122W,MSN2,0.229047,teufel
YGR122W,STE12,0.234747,teufel
YGR122W,TEC1,0.093647,teufel
YGR125W,GCN4,0.063854,yeastract_strict
YGR127W,CBF1,0.975632,teufel
YGR130C,SOK2,0.711057,teufel
YGR149W,MSN2,0.421515,teufel
YGR149W,SKO1,0.127177,teufel
YGR149W,SOK2,0.383414,teufel
YGR151C,STE12,1.018407,teufel
YGR153W,STE12,0.260026,teufel
YGR153W,TEC1,0.154853,teufel
YGR164W,STE12,0.367162,teufel
YGR182C,DAL82,2.022637,teufel
YGR210C,HSF1,2.591313,teufel
YGR250C,HSF1,0.453856,teufel
YGR250C,SWI4,-0.050074,teufel
YGR266W,HAP1,2.75876,teufel
YGR283C,YHP1,0.504666,teufel
YHB1,ACE2,0.294819,teufel
YHB1,TEC1,0.482728,teufel
YHB1,YAP1,0.53639,teufel
YHI9,GCN4,0.043219,teufel
YHL008C,MCM1,0.166614,teufel
YHL008C,STE12,0.38374,teufel
YHL012W,ACE2,0.170755,teufel
YHL012W,PDR1,0.05297,teufel
YHL012W,YOX1,0.066182,teufel
YHL026C,SOK2,0.481208,teufel
YHL044W,TEC1,0.001557,teufel
YHL044W,YAP1,0.113507,teufel
YHM2,STE12,6.979239,teufel
YHP1,ASH1,0.017167,teufel
YHP1,MBP1,0.138754,yeastract_strict
YHP1,STE12,0.092637,teufel
YHP1,SWI4,0.343262,teufel
YHP1,TEC1,0.082289,teufel
YHR020W,GCN4,0.377151,teufel
YHR033W,FHL1,0.384999,teufel
YHR033W,MET4,0.169918,teufel
YHR033W,MSN2,0.005306,teufel
YHR033W,SOK2,0.098303,teufel
YHR080C,MSN2,1.56598,teufel
YHR097C,RAP1,0.162208,teufel
YHR097C,SOK2,0.161494,teufel
YHR097C,STE12,0.331812,teufel
YHR112C,MET32,0.65501,teufel
YHR112C,MET4,0.650857,teufel
YHR127W,STE12,0.81381,teufel
YHR138C,AFT1,0.497636,teufel
YHR202W,SOK2,1.028897,teufel
YIL001W,RAP1,0.218035,teufel
YIL055C,INO4,0.150874,teufel
YIL055C,TUP1,0.150707,teufel
YIL055C,YRM1,0.034586,teufel
YIL067C,GCN4,0.053846,yeastract_strict
YIL077C,MCM1,0.745764,teufel
YIL096C,MSN2,1.110142,teufel
YIL096C,TEC1,0.226708,teufel
YIL108W,SKO1,1.960497,teufel
YIL165C,GCN4,0.022773,teufel
YIM1,YRR1,1.970374,yeastract_strict
YIP1,REB1,4.080429,teufel
YIP3,FKH1,4.91068,yeastract_strict
YIP4,REB1,1.939232,teufel
YIR014W,SOK2,0.068691,teufel
YIR014W,YRM1,0.371894,teufel
YIR016W,MSN2,1.282428,teufel
YJL016W,MSN2,1.18377,teufel
YJL055W,ZAP1,7.281271,teufel
YJL068C,ABF1,0.826008,teufel
YJL068C,RPH1,2.177778,teufel
YJL118W,CBF1,0.732156,yeastract_strict
YJL118W,FKH1,0.013144,yeastract_strict
YJL144W,HSF1,0.187204,teufel
YJL171C,MSN2,1.958941,teufel
YJL206C,RAP1,0.224148,yeastract_strict
YJL218W,RAP1,0.333054,teufel
YJR003C,YOX1,0.274951,teufel
YJR011C,YAP1,0.111589,teufel
YJR111C,GCN4,0.061682,teufel
YJR114W,CBF1,1.449591,yeastract_strict
YJR115W,ABF1,0.043353,teufel
YJR115W,SOK2,0.073188,teufel
YJR115W,STE12,0.246181,teufel
YJR120W,STE12,0.709524,teufel
YJU3,ABF1,0.981362,teufel
YKE4,CBF1,5.439098,yeastract_strict
YKL033W-A,RAP1,2.651581,yeastract_strict
YKL063C,ABF1,0.10377,teufel
YKL063C,SOK2,0.733834,teufel
YKL066W,YAP1,1.006025,yeastract_strict
YKL091C,PDR1,0.137202,teufel
YKL091C,SOK2,0.055524,teufel
YKL091C,STE12,0.139913,teufel
YKL151C,ACE2,0.400469,teufel
YKL151C,RAP1,0.184246,teufel
YKL162C,STE12,0.296907,teufel
YKR011C,REB1,0.308412,teufel
YKR011C,TEC1,0.150161,teufel
YKR040C,ACE2,0.495407,teufel
YKR040C,IXR1,1.861295,yeastract_strict
YKR047W,ABF1,0.589578,teufel
YKR075C,TUP1,0.008727,teufel
YKR075C,YAP1,0.141285,teufel
YKT6,RPN4,2.911935,teufel
YKU70,HAP5,0.589685,teufel
YLF2,ABF1,0.390845,teufel
YLL020C,CBF1,1.000973,yeastract_strict
YLL056C,SOK2,0.077472,teufel
YLL056C,YAP1,0.124309,teufel
YLL058W,GCN4,0.002785,yeastract_strict
YLL058W,YAP1,0.149302,yeastract_strict
YLR040C,STE12,0.3432,teufel
YLR042C,SOK2,-0.180297,teufel
YLR042C,STE12,0.372976,teufel
YLR042C,TEC1,0.905169,teufel
YLR046C,YRR1,1.414608,yeastract_strict
YLR049C,SWI5,1.83587,teufel
YLR050C,HSF1,0.307634,teufel
YLR050C,YOX1,0.203021,teufel
YLR076C,RAP1,0.49576,teufel
YLR076C,TUP1,0.097036,teufel
YLR108C,YAP1,0.823931,teufel
YLR108C,YRR1,0.169853,yeastract_strict
YLR112W,RAP1,0.720926,teufel
YLR118C,ABF1,0.909642,teufel
YLR126C,YRM1,1.687967,teufel
YLR152C,GCN4,0.024998,teufel
YLR173W,CBF1,0.729558,teufel
YLR177W,CAD1,1.06869,teufel
YLR179C,MET31,3.059358,teufel
YLR179C,MET32,5.229675,teufel
YLR179C,RAP1,6.821295,teufel
YLR179C,YRR1,0.338232,yeastract_strict
YLR194C,ACE2,2.197977,teufel
YLR194C,GCN4,0.056303,teufel
YLR202C,YRM1,0.596001,teufel
YLR252W,PDR1,0.068897,teufel
YLR252W,YAP1,0.075668,teufel
YLR253W,MSN2,0.615106,teufel
YLR253W,SKN7,1.665279,teufel
YLR257W,DAL81,2.100598,teufel
YLR257W,STE12,2.080469,teufel
YLR271W,RAP1,0.2162,teufel
YLR278C,YRM1,1.542315,teufel
YLR280C,MSN2,0.010195,yeastract_strict
YLR280C,RAP1,0.262931,teufel
YLR281C,YOX1,0.173317,teufel
YLR283W,MSN2,0.705804,teufel
YLR287C,STE12,1.726791,teufel
YLR294C,HAP2,2.998624,teufel
YLR326W,STE12,0.458555,teufel
YLR345W,YAP1,0.119716,teufel
YLR413W,YAP1,0.668291,teufel
YLR413W,YHP1,0.188297,teufel
YLR460C,YAP1,0.140962,teufel
YMC1,GCN4,0.093241,teufel
YMC2,GCN4,0.118349,teufel
YME1,STE12,0.435552,teufel
YML018C,CBF1,4.439024,yeastract_strict
YML053C,MCM1,0.031393,teufel
YML053C,MSN2,1.019444,teufel
YML053C,RAP1,0.234364,teufel
YML096W,PDR3,1.118654,yeastract_strict
YML108W,GCN4,0.111026,teufel
YML119W,MCM1,1.206854,teufel
YML131W,PDR1,0.174616,teufel
YML131W,SKO1,0.310763,teufel
YML131W,SOK2,0.303505,teufel
YML131W,YAP1,0.139134,teufel
YML6,MSN2,0.749954,teufel
YML6,SKO1,0.754601,teufel
YMR013W-A,MSN2,1.429538,yeastract_strict
YMR027W,RAP1,3.283817,teufel
YMR074C,STE12,3.123882,teufel
YMR090W,YAP1,0.189994,teufel
YMR1,INO4,0.078795,teufel
YMR1,YAP1,0.131335,teufel
YMR102C,MSN2,0.390922,teufel
YMR102C,PDR1,0.312023,teufel
YMR102C,SOK2,0.077128,teufel
YMR102C,YRR1,0.136623,yeastract_strict
YMR103C,PDR1,0.345064,teufel
YMR130W,BAS1,1.355943,teufel
YMR134W,ACE2,0.073446,teufel
YMR134W,YRM1,0.775506,teufel
YMR144W,SWI4,0.09633,teufel
YMR144W,YAP1,0.140097,teufel
YMR173W-A,YAP1,1.533463,yeastract_strict
YMR178W,RTG3,4.411997,teufel
YMR181C,FHL1,0.713979,teufel
YMR196W,GCN4,0.035453,teufel
YMR252C,ASH1,0.070953,teufel
YMR262W,MSN2,0.799734,teufel
YMR265C,SOK2,0.079748,teufel
YMR265C,STE12,0.326049,teufel
YMR265C,TEC1,0.031784,teufel
YMR295C,RAP1,1.829509,teufel
YMR304C-A,MSN2,19.895986,yeastract_strict
YMR31,CBF1,3.271205,teufel
YMR315W,ASH1,0.227717,teufel
YMR315W,YAP1,1.316087,teufel
YNG1,CBF1,0.632556,yeastract_strict
YNG1,CIN5,0.755192,teufel
YNG1,FKH1,0.522934,yeastract_strict
YNK1,CIN5,12.147319,teufel
YNL010W,RAP1,4.376024,teufel
YNL035C,MSN2,1.449018,teufel
YNL040W,SOK2,0.986104,teufel
YNL046W,FKH2,1.083116,teufel
YNL050C,SFP1,1.964575,teufel
YNL058C,ABF1,1.122617,teufel
YNL095C,RAP1,0.251147,teufel
YNL115C,CAD1,1.138027,teufel
YNL134C,HSF1,2.145634,teufel
YNL134C,PDR1,4.702091,teufel
YNL134C,YAP1,1.566382,teufel
YNL143C,STE12,0.904371,teufel
YNL155W,MSN2,0.344139,teufel
YNL155W,RPN4,0.509554,teufel
YNL190W,RAP1,0.474193,teufel
YNL190W,STE12,0.035424,teufel
YNL193W,SOK2,0.952127,teufel
YNL200C,RFX1,1.226252,teufel
YNL208W,RAP1,11.928199,teufel
YNL208W,STE12,11.853996,teufel
YNL217W,RAP1,0.465747,teufel
YNL217W,YOX1,0.054951,teufel
YNL295W,STE12,1.09284,teufel
YNR061C,REB1,0.416457,teufel
YNR061C,SKO1,1.452533,teufel
YOL019W,MSN2,0.557994,yeastract_strict
YOL019W,PHD1,0.165966,teufel
YOL029C,PDR1,0.132734,teufel
YOL029C,RAP1,0.509637,teufel
YOL106W,STE12,0.412677,teufel
YOL107W,INO4,0.553038,teufel
YOL159C,CIN5,0.196654,teufel
YOL159C,RLM1,0.073949,teufel
YOL159C,STE12,0.66084,teufel
YOR019W,SOK2,0.98876,teufel
YOR052C,SOK2,0.052061,teufel
YOR052C,SPT23,0.902031,teufel
YOR062C,IXR1,0.127853,yeastract_strict
YOR062C,MSN2,0.12517,teufel
YOR062C,SOK2,0.255952,teufel
YOR082C,STE12,0.423386,teufel
YOR093C,INO4,0.043306,teufel
YOR093C,YAP1,0.123024,teufel
YOR1,GCN4,0.073382,yeastract_strict
YOR1,PDR1,0.010592,teufel
YOR131C,STE12,0.586562,teufel
YOR152C,YAP1,0.127129,teufel
YOR203W,GCN4,0.046459,teufel
YOR238W,MSN2,1.152543,teufel
YOR248W,MBP1,1.517642,teufel
YOR248W,STE12,2.72078,teufel
YOR248W,SWI4,8.32598,teufel
YOR292C,RAP1,0.425179,teufel
YOR296W,STE12,0.52774,teufel
YOR302W,CST6,0.167561,yeastract_strict
YOR302W,GCN4,0.014728,teufel
YOR302W,RAP1,0.012321,teufel
YOR318C,PDR1,0.036754,yeastract_strict
YOR318C,RPN4,0.099331,yeastract_strict
YOR318C,SPT23,0.148547,teufel
YOR318C,STE12,0.197116,teufel
YOR333C,YRM1,0.84525,teufel
YOR342C,MCM1,0.961291,teufel
YOR342C,MSN2,0.136002,teufel
YOR342C,PDR1,0.459039,teufel
YOR342C,TEC1,0.131075,teufel
YOR366W,SUM1,0.128638,teufel
YOR385W,YAP1,0.199138,teufel
YOR390W,ABF1,0.181201,teufel
YOX1,MSN2,0.520224,yeastract_strict
YOX1,SWI4,0.537458,teufel
YOX1,SWI6,0.109062,teufel
YPI1,RAP1,0.056705,teufel
YPI1,RPN4,0.606594,teufel
YPL014W,MBP1,0.120121,teufel
YPL014W,MSN2,0.233239,teufel
YPL014W,SOK2,0.037074,teufel
YPL034W,AFT2,0.355163,teufel
YPL034W,SFP1,1.217669,teufel
YPL067C,STE12,0.635392,teufel
YPL068C,CBF1,0.47498,teufel
YPL068C,PDR1,0.254005,teufel
YPL071C,RPN4,0.790129,yeastract_strict
YPL168W,HSF1,0.236889,teufel
YPL199C,IFH1,0.577836,teufel
YPL199C,RAP1,0.977227,teufel
YPL229W,RAP1,0.232958,teufel
YPL247C,MSN2,0.750098,teufel
YPP1,GCN4,0.0384,yeastract_strict
YPP1,HSF1,0.012479,teufel
YPR022C,SOK2,0.822685,teufel
YPR063C,ABF1,0.612375,teufel
YPR063C,YAP1,1.370386,yeastract_strict
YPR1,CBF1,3.352046,teufel
YPR1,SKO1,2.119751,teufel
YPR117W,MSN2,1.03193,teufel
YPR127W,MSN2,1.387855,teufel
YPR172W,ABF1,0.749234,teufel
YPR174C,MBP1,0.163885,teufel
YPS1,MSN2,0.329219,teufel
YPS1,STE12,0.287778,teufel
YPS1,SWI4,0.168916,teufel
YPS3,RIM101,0.089938,yeastract_strict
YPS3,SKN7,0.053431,teufel
YPS3,STE12,0.272242,teufel
YPS3,SWI4,0.354142,teufel
YPS6,PDR1,0.160389,teufel
YPS6,STE12,0.126772,teufel
YPT10,ABF1,0.589578,teufel
YRM1,SOK2,0.672154,teufel
YRO2,ABF1,-0.219813,teufel
YRO2,GCN4,0.026495,teufel
YRO2,YAP1,0.076167,teufel
YRR1,YAP1,0.169668,teufel
YSA1,LEU3,5.887792,teufel
YSC84,GCN4,0.045842,yeastract_strict
YSP1,INO4,0.700289,teufel
YSP3,RAP1,0.561618,teufel
YSY6,GCN4,0.757274,yeastract_strict
YTA7,ABF1,0.926078,teufel
YTH1,RPN4,0.769347,yeastract_strict
YTM1,AFT1,1.746526,teufel
YVC1,CBF1,0.365109,yeastract_strict
YVC1,STE12,0.51159,teufel
YVC1,TEC1,0.102315,teufel
YVH1,DAL82,3.084559,teufel
ZAP1,ZAP1,0.895856,yeastract_strict
ZDS2,STE12,0.798097,teufel
ZEO1,CIN5,0.5761,teufel
ZEO1,HSF1,7.070904,teufel
ZEO1,PDR1,4.445841,teufel
ZEO1,SOK2,2.435582,teufel
ZIP1,RIM101,0.221695,yeastract_strict
ZPR1,HSF1,0.524966,teufel
ZPR1,YAP1,0.784595,teufel
ZRC1,MSN2,0.50567,teufel
ZRC1,RAP1,3.645568,teufel
ZRG8,CIN5,0.238876,teufel
ZRG8,SOK2,0.161399,teufel
ZRG8,STE12,0.153432,teufel
ZRT1,GCR2,0.115299,teufel
ZRT1,MOT3,0.114963,teufel
ZRT2,GCN4,0.068777,yeastract_strict
ZRT2,MCM1,0.100301,teufel
ZRT3,ZAP1,5.222676,teufel
ZTA1,GCN4,0.036134,teufel
ZTA1,RAP1,0.084428,teufel
ZWF1,ASH1,-0.012036,teufel
ZWF1,CIN5,0.04108,teufel
ZWF1,MET4,0.174987,teufel
ZWF1,PDR1,1.157113,teufel
ZWF1,RAP1,1.171207,teufel
ZWF1,YAP1,1.027332,teufel
